case_id,round,company,subject_table,subject_id,metric_key,flag_code,severity,status,value_raw,value_normalized,alternative_value,source_page,source_box_label,evidence,resolution_note
s1_outline_52,1次,株式会社平島,sales_series,s1_outline_52_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,139,,increase_rate / target_base_ratio / cagr,1,,2030年までの会社全体の売上高成長率139%、売上高増加額45億円。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_52,1次,株式会社平島,sales_series,s1_outline_52_sales_02,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,49.3,,increase_rate / target_base_ratio / cagr,1,,2030年売上目標（売上比率）：製品製造・販売事業109.0億円（+49.3%）。括弧率の意味は明確でない。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_52,1次,株式会社平島,sales_series,s1_outline_52_sales_03,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,6.1,,increase_rate / target_base_ratio / cagr,1,,2030年売上目標（売上比率）：施工・研究開発事業8.1億円（+6.1%）。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_52,1次,株式会社平島,sales_series,s1_outline_52_sales_04,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,46.6,,increase_rate / target_base_ratio / cagr,1,,2030年売上目標（売上比率）：原料製造・販売事業23.0億円（+46.6%）。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_52,1次,株式会社平島,cases,s1_outline_52,,MULTIPLE_INVESTMENT_COMPONENTS,info,resolved,,2,,,,御船工場新設・福岡工場増設; 研究所の新設,代表事業費は同一申請内の合計値を使用
s1_outline_52,1次,株式会社平島,cases,s1_outline_52,,MULTIPLE_SALES_SERIES,warning,resolved,,4,,,,s1_outline_52_sales_01:applicant; s1_outline_52_sales_02:applicant; s1_outline_52_sales_03:applicant; s1_outline_52_sales_04:applicant,代表系列=s1_outline_52_sales_01
s1_outline_53,1次,マルコーフーズ株式会社,sales_series,s1_outline_53_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,43,,increase_rate / target_base_ratio / cagr,1,,売上成長目標（2023年10月比）：2030年までの会社全体の売上高成長率43%、売上高増加額30億円。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_55,1次,株式会社コーヨークリエイト,cases,s1_outline_55,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_55_sales_01:applicant; s1_outline_55_sales_02:applicant,代表系列=s1_outline_55_sales_01
s1_outline_55,1次,株式会社コーヨークリエイト,sales_series,s1_outline_55_sales_01,sales,PERIOD_AMBIGUOUS,warning,unresolved,直近決算 -> 2034年6月期（原文括弧は2023年度）, -> 2034,,1,,売上成長目標（直近決算 約30億円）：2034年6月期（2023年度）までに売上高100億円、増加額70億円。括弧年度は原本上の表記をそのまま保持し、整合しないため要確認。,
s1_outline_55,1次,株式会社コーヨークリエイト,sales_series,s1_outline_55_sales_02,sales,PERIOD_AMBIGUOUS,warning,unresolved,直近決算 -> 2029年6月期（2028年度）, -> 2029,,1,,2029年6月期（2028年度）までに売上高70億円、成長率233%。基準は直近決算約30億円。,
s1_outline_56,1次,高知通運株式会社,metrics,employee_pay,employee_pay,RATE_ARITHMETIC_MISMATCH,critical,unresolved,6.2,,3.4394,3,その他Box,申請企業・高知通運350→419万円/人（+6.2%）,PDF記載率と基準値・目標値・期間からの計算率が1ポイント超相違
s1_outline_56,1次,高知通運株式会社,metrics,employee_pay,employee_pay,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,6.2%,,,3,その他Box,申請企業・高知通運350→419万円/人（+6.2%）,率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s1_outline_56,1次,高知通運株式会社,sales_series,s1_outline_56_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,21,,increase_rate / target_base_ratio / cagr,1,,2030年までに会社全体の売上高成長率21%、売上高増加額31億円。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_56,1次,高知通運株式会社,cases,s1_outline_56,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, project",
s1_outline_56,1次,高知通運株式会社,cases,s1_outline_56,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_56_sales_01:applicant; s1_outline_56_sales_02:project,代表系列=s1_outline_56_sales_01
s1_outline_58,1次,三晶エムイーシー株式会社,cases,s1_outline_58,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, project",
s1_outline_58,1次,三晶エムイーシー株式会社,cases,s1_outline_58,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_58_sales_01:applicant; s1_outline_58_sales_02:project,代表系列=s1_outline_58_sales_01
s1_outline_58,1次,三晶エムイーシー株式会社,sales_series,s1_outline_58_sales_01,sales,PERIOD_AMBIGUOUS,warning,unresolved,基準年 -> 2028年11月期（基準年度2025年11月期+3年度）, -> 2028,,1,,"【2028年11月期（基準年度2025年11月期+3年度）における売上目標】会社全体での売上目標4,762,844,105円（基準年より26.7%UP）。基準売上高の絶対値は記載なし。",
s1_outline_58,1次,三晶エムイーシー株式会社,sales_series,s1_outline_58_sales_02,sales,PERIOD_AMBIGUOUS,warning,unresolved,基準年 -> 2028年11月期（基準年度2025年11月期+3年度）, -> 2028,,1,,"【当社全体目標達成のための今回の補助事業売上・利益目標】補助事業での売上目標3,867,530,338円（基準年より281.7%UP）。基準売上高の絶対値は記載なし。",
s1_outline_61,1次,三恵工業株式会社,sales_series,s1_outline_61_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,284,,increase_rate / target_base_ratio / cagr,1,,2030年度売上目標約500億円、2030年度までの売上高成長率284%、売上高増加額320億円（2022年度比）。500-320=180億円だが284%との算術は一致しない。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_62,1次,サーパス工業株式会社,sales_series,s1_outline_62_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,165,,increase_rate / target_base_ratio / cagr,1,,2030年までの全社売上高成長率165%。従業員規模成長率150%。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_62,1次,サーパス工業株式会社,sales_series,s1_outline_62_sales_02,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,200,,increase_rate / target_base_ratio / cagr,1,,2033年までの会社全体の売上高成長率200%。従業員規模200%。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_62,1次,サーパス工業株式会社,cases,s1_outline_62,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_62_sales_01:applicant; s1_outline_62_sales_02:applicant,代表系列=s1_outline_62_sales_01
s1_outline_63,1次,株式会社オティックスホールディングス,cases,s1_outline_63,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,group,
s1_outline_63,1次,株式会社オティックスホールディングス,cases,s1_outline_63,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s1_outline_63,1次,株式会社オティックスホールディングス,cases,s1_outline_63,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_63_sales_01:group; s1_outline_63_sales_02:group,代表系列=s1_outline_63_sales_01
s1_outline_65,1次,株式会社松風,cases,s1_outline_65,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, group",
s1_outline_65,1次,株式会社松風,cases,s1_outline_65,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_65_sales_01:applicant; s1_outline_65_sales_02:group,代表系列=s1_outline_65_sales_01
s1_outline_66,1次,株式会社アルプスツール,cases,s1_outline_66,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, project",
s1_outline_66,1次,株式会社アルプスツール,cases,s1_outline_66,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_66_sales_01:applicant; s1_outline_66_sales_02:project,代表系列=s1_outline_66_sales_01
s1_outline_67,1次,アドバンス電気工業株式会社,sales_series,s1_outline_67_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,130,,increase_rate / target_base_ratio / cagr,1,,2032年までに会社全体の売上高成長率130%。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_67,1次,アドバンス電気工業株式会社,cases,s1_outline_67,,MULTIPLE_COST_VALUES_PRESENT,warning,open_context_check,,,,,,"project_cost:[3200.0, 3400.0]",総投資額・補助対象経費・内訳の概念差を確認
s1_outline_67,1次,アドバンス電気工業株式会社,cases,s1_outline_67,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s1_outline_68,1次,株式会社ミマキエンジニアリング,sales_series,s1_outline_68_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,172,,increase_rate / target_base_ratio / cagr,1,,2028年度、会社全体の売上高増加額単体372億円、売上高成長率単体172%。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_68,1次,株式会社ミマキエンジニアリング,sales_series,s1_outline_68_sales_02,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,172,,increase_rate / target_base_ratio / cagr,1,,2028年度、会社全体の売上高増加額連結508億円、売上高成長率連結172%。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_68,1次,株式会社ミマキエンジニアリング,cases,s1_outline_68,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, group",
s1_outline_68,1次,株式会社ミマキエンジニアリング,cases,s1_outline_68,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_68_sales_01:applicant; s1_outline_68_sales_02:group,代表系列=s1_outline_68_sales_01
s1_outline_69,1次,NAX JAPAN株式会社,sales_series,s1_outline_69_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,200,,increase_rate / target_base_ratio / cagr,1,,2030年までの売上高成長率200%、増加額100億円。2023年度実績102億円。今年度より毎年10%増を目標。目標202億円は102+100の推計で明記値ではない。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_69,1次,NAX JAPAN株式会社,cases,s1_outline_69,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s1_outline_69_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s1_outline_7,1次,株式会社ＭＡＲＵＷＡ,cases,s1_outline_7,,COST_TEXT_NUMERIC_ROUNDING_DIFFERENCE,warning,resolved_with_tolerance,,12700.0,project_cost=12700.0; subsidy=3500.0; subsidy=3516.0,2,,"事業費127億円（補助額35億円）。表の投資額合計①10,549百万円、補助額3,516百万円。",差は代表値の1%または50百万円以内。丸め・精度差として保持
s1_outline_7,1次,株式会社ＭＡＲＵＷＡ,cases,s1_outline_7,,MULTIPLE_COST_VALUES_PRESENT,warning,open_context_check,,,,,,"subsidy:[3500.0, 3516.0]",総投資額・補助対象経費・内訳の概念差を確認
s1_outline_7,1次,株式会社ＭＡＲＵＷＡ,cases,s1_outline_7,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_7_sales_01:applicant; s1_outline_7_sales_02:applicant,代表系列=s1_outline_7_sales_01
s1_outline_72,1次,ヤマセ電気株式会社,cases,s1_outline_72,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,,,,,,売上について申請企業単体系列の記載なし（労働生産性・給与等の申請企業値とは別）,申請企業自身の比較系列をPDFで再確認
s1_outline_72,1次,ヤマセ電気株式会社,cases,s1_outline_72,,MIXED_ENTITY_METRICS,warning,unresolved,,,,,,group,
s1_outline_72,1次,ヤマセ電気株式会社,sales_series,s1_outline_72_sales_01,sales,PERIOD_AMBIGUOUS,warning,unresolved,基準年不記載 -> 2028年, -> 2028,,1,,2028年売上約380億円。2028年までのグループ全体の売上高成長率35%、増加額98億円。基準売上282億円は380-98の逆算。申請企業単独売上は記載なし。,
s1_outline_73,1次,株式会社大昌鉄工所,cases,s1_outline_73,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s1_outline_76,1次,安田工業株式会社,cases,s1_outline_76,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s1_outline_76_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s1_outline_76,1次,安田工業株式会社,cases,s1_outline_76,,MULTIPLE_SALES_SERIES,warning,unresolved,,2,,,,s1_outline_76_sales_01:applicant; s1_outline_76_sales_02:applicant,代表系列=s1_outline_76_sales_01
s1_outline_77,1次,千寿製薬株式会社,cases,s1_outline_77,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, group",
s1_outline_77,1次,千寿製薬株式会社,cases,s1_outline_77,,MULTIPLE_SALES_SERIES,warning,resolved,,3,,,,s1_outline_77_sales_01:group; s1_outline_77_sales_02:applicant; s1_outline_77_sales_03:applicant,代表系列=s1_outline_77_sales_02
s1_outline_78,1次,環境のミカタ株式会社,cases,s1_outline_78,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s1_outline_78_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s1_outline_80,1次,寧薬化学工業株式会社,sales_series,s1_outline_80_sales_01,sales,PERIOD_AMBIGUOUS,warning,unresolved,基準年不記載 -> 2029年度まで, -> 2029,,1,,2029年度までの売上高成長率100%、増加額20億円。上段に2029年度目途に全社40億円目標。基準20億円は40-20の逆算。,
s1_outline_81,1次,デーバー加工サービス㈱,sales_series,s1_outline_81_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,40,,increase_rate / target_base_ratio / cagr,1,,2030年8月期までの会社全体の売上高成長率40%超、売上高増加額16億円超。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_81,1次,デーバー加工サービス㈱,cases,s1_outline_81,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s1_outline_82,1次,サン工業株式会社,sales_series,s1_outline_82_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,196,,increase_rate / target_base_ratio / cagr,1,,30年までの会社全体の売上高成長率196%、売上高増加額34.4億円。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_83,1次,株式会社ヒサダ,metrics,labor,labor,RATE_ARITHMETIC_MISMATCH,critical,unresolved,94,,61.5186,2,目標値,"労働生産性393→1,656（年平均94%、+421%も併記）",PDF記載率と基準値・目標値・期間からの計算率が1ポイント超相違
s1_outline_83,1次,株式会社ヒサダ,sales_series,s1_outline_83_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,260,,increase_rate / target_base_ratio / cagr,1,,28年までの九州生産製品の売上成長率260%。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_83,1次,株式会社ヒサダ,cases,s1_outline_83,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, project",
s1_outline_83,1次,株式会社ヒサダ,cases,s1_outline_83,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_83_sales_01:project; s1_outline_83_sales_02:applicant,代表系列=s1_outline_83_sales_02
s1_outline_86,1次,グローバル・テック株式会社,sales_series,s1_outline_86_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,90,,increase_rate / target_base_ratio / cagr,1,,2029年度までの会社全体の売上高成長率90%、売上高増加額34.5億円（2023年度比）。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_87,1次,トーカロ株式会社,cases,s1_outline_87,,MULTIPLE_INVESTMENT_COMPONENTS,info,resolved,,2,,,,鈴身事業所新工場; 北九州工場新工場,代表事業費は同一申請内の合計値を使用
s1_outline_89,1次,京西テクノス株式会社,sales_series,s1_outline_89_sales_02,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,38.3,,increase_rate / target_base_ratio / cagr,1,,"売上成長目標：2030年に向けて売上5,542百万円増加、成長率38.3%。年度表とは基準が異なるか原本内不整合。",記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_89,1次,京西テクノス株式会社,cases,s1_outline_89,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_89_sales_01:applicant; s1_outline_89_sales_02:applicant,代表系列=s1_outline_89_sales_01
s1_outline_91,1次,矢田工業株式会社,metrics,labor,labor,RATE_ARITHMETIC_MISMATCH,critical,unresolved,15,,20.311,2,目標値,"労働生産性762→1,327（+15%）",PDF記載率と基準値・目標値・期間からの計算率が1ポイント超相違
s1_outline_91,1次,矢田工業株式会社,cases,s1_outline_91,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s1_outline_91_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s1_outline_91,1次,矢田工業株式会社,cases,s1_outline_91,,MULTIPLE_SALES_SERIES,warning,unresolved,,2,,,,s1_outline_91_sales_01:applicant; s1_outline_91_sales_02:applicant,代表系列=s1_outline_91_sales_01
s1_outline_93,1次,ウイング株式会社,cases,s1_outline_93,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_93_sales_01:applicant; s1_outline_93_sales_02:applicant,代表系列=s1_outline_93_sales_02
s1_outline_94,1次,株式会社友和環境,sales_series,s1_outline_94_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,145,,increase_rate / target_base_ratio / cagr,1,,2030年までに会社全体の売上高成長率145%、売上高増加額7.1億円。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_95,1次,ナミックス株式会社,metrics,labor,labor,RATE_ARITHMETIC_MISMATCH,critical,unresolved,2.4,,0.8593,2,目標値,"労働生産性3,192→3,275（+2.4%）",PDF記載率と基準値・目標値・期間からの計算率が1ポイント超相違
s1_outline_96,1次,大岡技研株式会社,sales_series,s1_outline_96_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,18,,increase_rate / target_base_ratio / cagr,1,,2029年、全社売上高260億円（売上高成長率18%）。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_96,1次,大岡技研株式会社,sales_series,s1_outline_96_sales_02,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,1476,,increase_rate / target_base_ratio / cagr,1,,"2029年、EV関連・非自動車事業で売上80億円（成長率1,476%）。",記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline_96,1次,大岡技研株式会社,cases,s1_outline_96,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, project",
s1_outline_96,1次,大岡技研株式会社,cases,s1_outline_96,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline_96_sales_01:applicant; s1_outline_96_sales_02:project,代表系列=s1_outline_96_sales_01
s1_outline_97,1次,フクシマガリレイ株式会社,cases,s1_outline_97,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,,,,,,売上について申請企業単体系列の記載なし（労働生産性・給与等の申請企業値とは別）,申請企業自身の比較系列をPDFで再確認
s1_outline_97,1次,フクシマガリレイ株式会社,cases,s1_outline_97,,MIXED_ENTITY_METRICS,warning,unresolved,,,,,,group,
s1_outline_99,1次,株式会社オーレック,sales_series,s1_outline_99_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,50,,increase_rate / target_base_ratio / cagr,1,,2029年までの会社全体の売上高成長率50%、売上高増加額100億円。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline__179,2次,アサヒセイレン中部株式会社,sales_series,s1_outline__179_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,18,,increase_rate / target_base_ratio / cagr,1,,2026年までの会社全体の売上高成長率18%、売上高増加額151億円。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline__181,2次,株式会社ホテルニューアワジ,cases,s1_outline__181,,CONSORTIUM_APPLICATION,info,resolved,,2,,,,株式会社あわじ浜離宮,
s1_outline__181,2次,株式会社ホテルニューアワジ,cases,s1_outline__181,,MULTIPLE_INVESTMENT_COMPONENTS,info,resolved,,2,,,,株式会社ホテルニューアワジ; 株式会社あわじ浜離宮,代表事業費は同一申請内の合計値を使用
s1_outline__181,2次,株式会社ホテルニューアワジ,cases,s1_outline__181,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"affiliate, applicant, project",
s1_outline__181,2次,株式会社ホテルニューアワジ,cases,s1_outline__181,,MULTIPLE_SALES_SERIES,warning,resolved,,4,,,,s1_outline__181_sales_01:applicant; s1_outline__181_sales_02:affiliate; s1_outline__181_sales_03:project; s1_outline__181_sales_04:project,代表系列=s1_outline__181_sales_01
s1_outline__181,2次,株式会社ホテルニューアワジ,sales_series,s1_outline__181_sales_01,sales,PERIOD_AMBIGUOUS,warning,unresolved,基準年はPDFに明記なし -> 2029年まで, -> 2029,,1,,2029年までに売上高100.7億円、売上高成長率148.6%UP、売上高増加額32.9億円。基準売上67.8億円は100.7-32.9の導出値。,
s1_outline__181,2次,株式会社ホテルニューアワジ,sales_series,s1_outline__181_sales_02,sales,PERIOD_AMBIGUOUS,warning,unresolved,基準年はPDFに明記なし -> 2029年まで, -> 2029,,1,,2029年までに売上高25.3億円、売上高成長率218.7%UP、売上高増加額13.7億円。基準売上11.6億円は25.3-13.7の導出値。,
s1_outline__181,2次,株式会社ホテルニューアワジ,sales_series,s1_outline__181_sales_03,sales,PERIOD_AMBIGUOUS,warning,unresolved, -> 稼働時試算, -> ,,6,,平均客室単価300千円×25室×365日×稼働率90%=24.6億円,
s1_outline__181,2次,株式会社ホテルニューアワジ,sales_series,s1_outline__181_sales_04,sales,PERIOD_AMBIGUOUS,warning,unresolved, -> 稼働時試算, -> ,,6,,平均客室単価89千円×40室×365日×稼働率90%=11.7億円,
s1_outline__182,2次,埼玉機器株式会社,cases,s1_outline__182,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, project",
s1_outline__182,2次,埼玉機器株式会社,cases,s1_outline__182,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline__182_sales_01:applicant; s1_outline__182_sales_02:project,代表系列=s1_outline__182_sales_01
s1_outline__183,2次,スズキハイテック株式会社,cases,s1_outline__183,,COST_TEXT_NUMERIC_ROUNDING_DIFFERENCE,warning,resolved_with_tolerance,,3330.0,project_cost=3300.0; subsidy=890.0,2,,"事業費33億円（補助額8.9億円）。明細は1,053+2,191+86=3,330百万円で、本文では約33.3億円とも記載。",差は代表値の1%または50百万円以内。丸め・精度差として保持
s1_outline__183,2次,スズキハイテック株式会社,cases,s1_outline__183,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, project",
s1_outline__183,2次,スズキハイテック株式会社,cases,s1_outline__183,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline__183_sales_01:applicant; s1_outline__183_sales_02:project,代表系列=s1_outline__183_sales_01
s1_outline__184,2次,泉南乳業株式会社,cases,s1_outline__184,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s1_outline__184_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s1_outline__184,2次,泉南乳業株式会社,sales_series,s1_outline__184_sales_01,sales,SALES_ARITHMETIC_MISMATCH,critical,unresolved,185,185,,1,,頁上部:2030年度に売上高200億円。売上成長目標:2030年までに売上高成長率185%、売上高増加額96億円、2023年度比較（2024年3月期売上高113億円）。,
s1_outline__188,2次,山城金属株式会社,cases,s1_outline__188,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s1_outline__188_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s1_outline__188,2次,山城金属株式会社,cases,s1_outline__188,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s1_outline__189,2次,長﨑ジャッキ株式会社,cases,s1_outline__189,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,s1_outline__189_sales_01,,,,,AI画像目視で申請企業系列と確認,申請企業自身の比較系列をPDFで再確認
s1_outline__189,2次,長﨑ジャッキ株式会社,sales_series,s1_outline__189_sales_01,sales,PERIOD_AMBIGUOUS,warning,unresolved,基準年は明記なし -> 2030年まで, -> 2030,,1,,2030年までに会社全体の売上高16.8億円（+134.1%）増、売上29.2億円。基準12.4億円は29.2-16.8の導出値。,
s1_outline__190,2次,株式会社GOTENリゾート,cases,s1_outline__190,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, existing_business, project",
s1_outline__190,2次,株式会社GOTENリゾート,cases,s1_outline__190,,MULTIPLE_SALES_SERIES,warning,resolved,,5,,,,s1_outline__190_sales_01:applicant; s1_outline__190_sales_02:existing_business; s1_outline__190_sales_03:existing_business; s1_outline__190_sales_04:project; s1_outline__190_sales_05:project,代表系列=s1_outline__190_sales_01
s1_outline__191,2次,株式会社カナイ,cases,s1_outline__191,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s1_outline__194,2次,ZACROS株式会社,cases,s1_outline__194,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline__194_sales_01:applicant; s1_outline__194_sales_02:applicant,代表系列=s1_outline__194_sales_01
s1_outline__196,2次,株式会社八立製作所,cases,s1_outline__196,,COST_TEXT_NUMERIC_ROUNDING_DIFFERENCE,warning,resolved_with_tolerance,,1340.0,project_cost=1300.0; subsidy=420.0,2,,頁上部に総額13.4億円の建物・設備投資。概要欄は事業費13億円（補助額4.2億円）と丸め表示。,差は代表値の1%または50百万円以内。丸め・精度差として保持
s1_outline__201,2次,株式会社イートアンドフーズ,sales_series,s1_outline__201_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,66,,increase_rate / target_base_ratio / cagr,1,,2026年度連結成長率66.0%、+170億円。単体はP.8参照だが未収録。,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline__201,2次,株式会社イートアンドフーズ,cases,s1_outline__201,,REPRESENTATIVE_ENTITY_AMBIGUOUS,critical,unresolved,,,,,,売上について申請企業単体系列の記載なし（労働生産性・給与等の申請企業値とは別）,申請企業自身の比較系列をPDFで再確認
s1_outline__201,2次,株式会社イートアンドフーズ,cases,s1_outline__201,,MIXED_ENTITY_METRICS,warning,unresolved,,,,,,group,
s1_outline__202,2次,アライドコーヒーロースターズ株式会社,cases,s1_outline__202,,MULTIPLE_SALES_SERIES,warning,resolved,,2,,,,s1_outline__202_sales_01:applicant; s1_outline__202_sales_02:applicant,代表系列=s1_outline__202_sales_01
s1_outline__204,2次,メック株式会社,cases,s1_outline__204,,MULTIPLE_INVESTMENT_COMPONENTS,info,resolved,,2,,,,既存工場; 北九州新工場,代表事業費は同一申請内の合計値を使用
s1_outline__205,2次,ヤマシンスチール株式会社,cases,s1_outline__205,,MULTIPLE_INVESTMENT_REVIEW_REQUIRED,warning,unresolved,,,,,,本文に複数案件を示唆する表現あり,
s1_outline__208,2次,日本電波工業株式会社,metrics,officer_pay,officer_pay,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,2.5%,,,2,補助事業の背景・目的,3社とも値―。単体2.5%、函館2.8%、古川3.0%のみ,率はあるが、年平均・累積・到達率の明示と算術確認材料が不足
s1_outline__208,2次,日本電波工業株式会社,sales_series,s1_outline__208_sales_01,sales,RATE_DEFINITION_AMBIGUOUS,critical,unresolved,199,,increase_rate / target_base_ratio / cagr,1,,連結+498億円、199%,記載率が増加率・到達率・年平均率のいずれか確定できない
s1_outline__208,2次,日本電波工業株式会社,cases,s1_outline__208,,MIXED_ENTITY_METRICS,warning,resolved,,,,,,"applicant, group, subsidiary",
