case_id,round,company,candidate_id,candidate_type,classification_confidence,value_raw,unit_raw,value_million_yen_normalized,project_cost_representative_million_yen,subsidy_representative_million_yen,difference_from_representative_million_yen,matches_representative,context,source_page,source_field,pdf_url
s1_outline_2,1次,株式会社アイ・テック,s1_outline_2_cost_3,cost_component,medium,74.191,億円,7419.1,7419.1,560.0,,,"9,100千円（右上は総事業費7.4億円表記だが、千円明細は74.191億円に相当）、補助額5.6億円。建物5,733,000千円、機械",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_2.pdf
s1_outline_2,1次,株式会社アイ・テック,s1_outline_2_cost_4,subsidy,high,5.6,億円,560.0,7419.1,560.0,0.0,true,".4億円表記だが、千円明細は74.191億円に相当）、補助額5.6億円。建物5,733,000千円、機械1,686,100千円。",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_2.pdf
s1_outline_2,1次,株式会社アイ・テック,s1_outline_2_cost_5,cost_component,high,5733000.0,千円,5733.0,7419.1,560.0,,,"、千円明細は74.191億円に相当）、補助額5.6億円。建物5,733,000千円、機械1,686,100千円。",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_2.pdf
s1_outline_2,1次,株式会社アイ・テック,s1_outline_2_cost_6,cost_component,high,1686100.0,千円,1686.1000000000001,7419.1,560.0,,,"に相当）、補助額5.6億円。建物5,733,000千円、機械1,686,100千円。",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_2.pdf
s1_outline_20,1次,エスティケイテクノロジー株式会社,s1_outline_20_cost_1,project_cost,high,21.0,億円,2100.0,2100.0,670.0,0.0,true,事業費21億円（補助額6.7億円）。建物15.9億円、機械装置4.9億円（,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_20.pdf
s1_outline_20,1次,エスティケイテクノロジー株式会社,s1_outline_20_cost_2,subsidy,high,6.7,億円,670.0,2100.0,670.0,0.0,true,事業費21億円（補助額6.7億円）。建物15.9億円、機械装置4.9億円（計20.8億円。設,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_20.pdf
s1_outline_20,1次,エスティケイテクノロジー株式会社,s1_outline_20_cost_3,cost_component,high,15.9,億円,1590.0,2100.0,670.0,,,事業費21億円（補助額6.7億円）。建物15.9億円、機械装置4.9億円（計20.8億円。設備4.9億円のうち省,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_20.pdf
s1_outline_20,1次,エスティケイテクノロジー株式会社,s1_outline_20_cost_4,cost_component,high,4.9,億円,490.00000000000006,2100.0,670.0,,,業費21億円（補助額6.7億円）。建物15.9億円、機械装置4.9億円（計20.8億円。設備4.9億円のうち省力化設備4億円は内数,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_20.pdf
s1_outline_20,1次,エスティケイテクノロジー株式会社,s1_outline_20_cost_5,cost_component,medium,20.8,億円,2080.0,2100.0,670.0,,,補助額6.7億円）。建物15.9億円、機械装置4.9億円（計20.8億円。設備4.9億円のうち省力化設備4億円は内数）。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_20.pdf
s1_outline_20,1次,エスティケイテクノロジー株式会社,s1_outline_20_cost_6,cost_component,high,4.9,億円,490.00000000000006,2100.0,670.0,,,。建物15.9億円、機械装置4.9億円（計20.8億円。設備4.9億円のうち省力化設備4億円は内数）。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_20.pdf
s1_outline_20,1次,エスティケイテクノロジー株式会社,s1_outline_20_cost_7,cost_component,high,4.0,億円,400.0,2100.0,670.0,,,置4.9億円（計20.8億円。設備4.9億円のうち省力化設備4億円は内数）。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_20.pdf
s1_outline_21,1次,株式会社くまさんメディクス,s1_outline_21_cost_1,project_cost,high,27.0,億円,2700.0,2700.0,860.0,0.0,true,事業費27億円、補助額8.6億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_21.pdf
s1_outline_21,1次,株式会社くまさんメディクス,s1_outline_21_cost_2,subsidy,high,8.6,億円,860.0,2700.0,860.0,0.0,true,事業費27億円、補助額8.6億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_21.pdf
s1_outline_22,1次,BBSジャパン株式会社,s1_outline_22_cost_1,project_cost,high,48.0,億円,4800.0,4800.0,1600.0,0.0,true,事業費48億円、補助額16億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_22.pdf
s1_outline_22,1次,BBSジャパン株式会社,s1_outline_22_cost_2,subsidy,high,16.0,億円,1600.0,4800.0,1600.0,0.0,true,事業費48億円、補助額16億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_22.pdf
s1_outline_23,1次,株式会社ジェーイーエル,s1_outline_23_cost_1,project_cost,high,52.0,億円,5200.0,5200.0,1600.0,0.0,true,事業費52億円、補助額16億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_23.pdf
s1_outline_23,1次,株式会社ジェーイーエル,s1_outline_23_cost_2,subsidy,high,16.0,億円,1600.0,5200.0,1600.0,0.0,true,事業費52億円、補助額16億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_23.pdf
s1_outline_24,1次,株式会社フジキン,s1_outline_24_cost_1,project_cost,high,42.0,億円,4200.0,4200.0,1300.0,0.0,true,事業費42億円、補助額13億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_24.pdf
s1_outline_24,1次,株式会社フジキン,s1_outline_24_cost_2,subsidy,high,13.0,億円,1300.0,4200.0,1300.0,0.0,true,事業費42億円、補助額13億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_24.pdf
s1_outline_25,1次,日本リファイン株式会社,s1_outline_25_cost_1,project_cost,high,40.0,億円,4000.0,4000.0,860.0,0.0,true,事業費40億円、補助額8.6億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_25.pdf
s1_outline_25,1次,日本リファイン株式会社,s1_outline_25_cost_2,subsidy,high,8.6,億円,860.0,4000.0,860.0,0.0,true,事業費40億円、補助額8.6億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_25.pdf
s1_outline_26,1次,日星電気株式会社,s1_outline_26_cost_1,project_cost,high,95.0,億円,9500.0,9500.0,2800.0,0.0,true,事業費95億円、補助額28億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_26,1次,日星電気株式会社,s1_outline_26_cost_2,subsidy,high,28.0,億円,2800.0,9500.0,2800.0,0.0,true,事業費95億円、補助額28億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_27,1次,株式会社クラタ,s1_outline_27_cost_1,project_cost,high,19.0,億円,1900.0,1900.0,640.0,0.0,true,事業費19億円、補助額6.4億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_27.pdf
s1_outline_27,1次,株式会社クラタ,s1_outline_27_cost_2,subsidy,high,6.4,億円,640.0,1900.0,640.0,0.0,true,事業費19億円、補助額6.4億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_27.pdf
s1_outline_28,1次,広陵化学工業株式会社,s1_outline_28_cost_1,project_cost,high,17.0,億円,1700.0,1700.0,530.0,0.0,true,事業費17億円、補助額5.3億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_28.pdf
s1_outline_28,1次,広陵化学工業株式会社,s1_outline_28_cost_2,subsidy,high,5.3,億円,530.0,1700.0,530.0,0.0,true,事業費17億円、補助額5.3億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_28.pdf
s1_outline_29,1次,株式会社三和テスコ,s1_outline_29_cost_1,unclassified_cost_amount,low,18.0,億円,1800.0,2098.8,699.6,,,"概要欄18億円（5.5億円）に対し、詳細欄は事業に要する経費2,098,8",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_29,1次,株式会社三和テスコ,s1_outline_29_cost_2,unclassified_cost_amount,low,5.5,億円,550.0,2098.8,699.6,,,"概要欄18億円（5.5億円）に対し、詳細欄は事業に要する経費2,098,800千円・補",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_29,1次,株式会社三和テスコ,s1_outline_29_cost_3,unclassified_cost_amount,low,2098800.0,千円,2098.8,2098.8,699.6,,,"概要欄18億円（5.5億円）に対し、詳細欄は事業に要する経費2,098,800千円・補助金交付申請額699,600千円",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_29,1次,株式会社三和テスコ,s1_outline_29_cost_4,subsidy,high,699600.0,千円,699.6,2098.8,699.6,0.0,true,"欄は事業に要する経費2,098,800千円・補助金交付申請額699,600千円",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_3,1次,株式会社堀場エステック,s1_outline_3_cost_1,project_cost,high,130.0,億円,13000.0,13000.0,3800.0,0.0,true,事業費130億円（補助額38億円）。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_3.pdf
s1_outline_3,1次,株式会社堀場エステック,s1_outline_3_cost_2,subsidy,high,38.0,億円,3800.0,13000.0,3800.0,0.0,true,事業費130億円（補助額38億円）。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_3.pdf
s1_outline_30,1次,株式会社メイドー,s1_outline_30_cost_1,project_cost,high,58.0,億円,5800.0,5800.0,1900.0,0.0,true,事業費58億円、補助額19億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_30.pdf
s1_outline_30,1次,株式会社メイドー,s1_outline_30_cost_2,subsidy,high,19.0,億円,1900.0,5800.0,1900.0,0.0,true,事業費58億円、補助額19億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_30.pdf
s1_outline_31,1次,鎌長製衡株式会社,s1_outline_31_cost_1,project_cost,high,16.0,億円,1600.0,1600.0,460.0,0.0,true,事業費16億円、補助額4.6億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_31.pdf
s1_outline_31,1次,鎌長製衡株式会社,s1_outline_31_cost_2,subsidy,high,4.6,億円,459.99999999999994,1600.0,460.0,-5.684341886080802e-14,true,事業費16億円、補助額4.6億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_31.pdf
s1_outline_32,1次,オリヒロエンジニアリング株式会社,s1_outline_32_cost_1,project_cost,high,61.0,億円,6100.0,6100.0,1900.0,0.0,true,事業費61億円、補助額19億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_32.pdf
s1_outline_32,1次,オリヒロエンジニアリング株式会社,s1_outline_32_cost_2,subsidy,high,19.0,億円,1900.0,6100.0,1900.0,0.0,true,事業費61億円、補助額19億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_32.pdf
s1_outline_33,1次,株式会社石井機械製作所,s1_outline_33_cost_1,project_cost,high,11.0,億円,1100.0,1100.0,350.0,0.0,true,事業費11億円、補助額3.5億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_33.pdf
s1_outline_33,1次,株式会社石井機械製作所,s1_outline_33_cost_2,subsidy,high,3.5,億円,350.0,1100.0,350.0,0.0,true,事業費11億円、補助額3.5億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_33.pdf
s1_outline_34,1次,株式会社柴田合成,s1_outline_34_cost_1,project_cost,high,18.9,億円,1889.9999999999998,1894.0,520.0,-4.000000000000227,false,3年間の補助対象事業費18.9億円、概要欄の事業費19億円・補助額5.2億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_34.pdf
s1_outline_34,1次,株式会社柴田合成,s1_outline_34_cost_2,project_cost,high,19.0,億円,1900.0,1894.0,520.0,6.0,false,3年間の補助対象事業費18.9億円、概要欄の事業費19億円・補助額5.2億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_34.pdf
s1_outline_34,1次,株式会社柴田合成,s1_outline_34_cost_3,subsidy,high,5.2,億円,520.0,1894.0,520.0,0.0,true,の補助対象事業費18.9億円、概要欄の事業費19億円・補助額5.2億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_34.pdf
s1_outline_35,1次,イグス株式会社,s1_outline_35_cost_1,project_cost,high,34.0,億円,3400.0,3400.0,890.0,0.0,true,事業費34億円、補助額8.9億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_35.pdf
s1_outline_35,1次,イグス株式会社,s1_outline_35_cost_2,subsidy,high,8.9,億円,890.0,3400.0,890.0,0.0,true,事業費34億円、補助額8.9億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_35.pdf
s1_outline_36,1次,株式会社廣澤精機製作所,s1_outline_36_cost_1,project_cost,high,71.0,億円,7100.0,7100.0,2400.0,0.0,true,事業費71億円、補助額24億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_36.pdf
s1_outline_36,1次,株式会社廣澤精機製作所,s1_outline_36_cost_2,subsidy,high,24.0,億円,2400.0,7100.0,2400.0,0.0,true,事業費71億円、補助額24億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_36.pdf
s1_outline_37,1次,大日工業株式会社,s1_outline_37_cost_1,unclassified_cost_amount,low,18.0,億円,1800.0,1888.6,590.0,,,補助事業18億円、補助額5.9億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_37.pdf
s1_outline_37,1次,大日工業株式会社,s1_outline_37_cost_2,subsidy,high,5.9,億円,590.0,1888.6,590.0,0.0,true,補助事業18億円、補助額5.9億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_37.pdf
s1_outline_38,1次,テラル株式会社,s1_outline_38_cost_1,project_cost,high,27.0,億円,2700.0,2700.0,860.0,0.0,true,事業費27億円、補助額8.6億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_38.pdf
s1_outline_38,1次,テラル株式会社,s1_outline_38_cost_2,subsidy,high,8.6,億円,860.0,2700.0,860.0,0.0,true,事業費27億円、補助額8.6億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_38.pdf
s1_outline_39,1次,株式会社ハウゼコ,s1_outline_39_cost_1,project_cost,high,19.0,億円,1900.0,1900.0,610.0,0.0,true,事業費19億円、補助額6.1億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_39.pdf
s1_outline_39,1次,株式会社ハウゼコ,s1_outline_39_cost_2,subsidy,high,6.1,億円,610.0,1900.0,610.0,0.0,true,事業費19億円、補助額6.1億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_39.pdf
s1_outline_4,1次,株式会社インターオフィス,s1_outline_4_cost_1,project_cost,high,15.0,億円,1500.0,1500.0,430.0,0.0,true,右上は事業費15億円（補助額4.3億円）。明細表は建物15.5億円、機械0.5億,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_4.pdf
s1_outline_4,1次,株式会社インターオフィス,s1_outline_4_cost_2,subsidy,high,4.3,億円,430.0,1500.0,430.0,0.0,true,右上は事業費15億円（補助額4.3億円）。明細表は建物15.5億円、機械0.5億円で計16.0億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_4.pdf
s1_outline_4,1次,株式会社インターオフィス,s1_outline_4_cost_3,cost_component,high,15.5,億円,1550.0,1500.0,430.0,,,右上は事業費15億円（補助額4.3億円）。明細表は建物15.5億円、機械0.5億円で計16.0億円となり不一致。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_4.pdf
s1_outline_4,1次,株式会社インターオフィス,s1_outline_4_cost_4,cost_component,high,0.5,億円,50.0,1500.0,430.0,,,15億円（補助額4.3億円）。明細表は建物15.5億円、機械0.5億円で計16.0億円となり不一致。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_4.pdf
s1_outline_4,1次,株式会社インターオフィス,s1_outline_4_cost_5,cost_component,high,16.0,億円,1600.0,1500.0,430.0,,,額4.3億円）。明細表は建物15.5億円、機械0.5億円で計16.0億円となり不一致。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_4.pdf
s1_outline_40,1次,千代田鋼鉄工業株式会社,s1_outline_40_cost_1,project_cost,high,43.0,億円,4300.0,4300.0,650.0,0.0,true,事業費43億円、補助額6.5億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_40.pdf
s1_outline_40,1次,千代田鋼鉄工業株式会社,s1_outline_40_cost_2,subsidy,high,6.5,億円,650.0,4300.0,650.0,0.0,true,事業費43億円、補助額6.5億円,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_40.pdf
s1_outline_41,1次,株式会社ビッグハウス,s1_outline_41_cost_1,project_cost,high,12.0,億円,1200.0,1200.0,380.0,0.0,true,事業費12億円（補助額3.8億円）。明細7項目の表示額合計は11.5億円で,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_41.pdf
s1_outline_41,1次,株式会社ビッグハウス,s1_outline_41_cost_2,subsidy,high,3.8,億円,380.0,1200.0,380.0,0.0,true,事業費12億円（補助額3.8億円）。明細7項目の表示額合計は11.5億円で、総額とは0.5億,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_41.pdf
s1_outline_41,1次,株式会社ビッグハウス,s1_outline_41_cost_3,unclassified_cost_amount,low,11.5,億円,1150.0,1200.0,380.0,,,事業費12億円（補助額3.8億円）。明細7項目の表示額合計は11.5億円で、総額とは0.5億円差がある。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_41.pdf
s1_outline_41,1次,株式会社ビッグハウス,s1_outline_41_cost_4,unclassified_cost_amount,low,0.5,億円,50.0,1200.0,380.0,,,.8億円）。明細7項目の表示額合計は11.5億円で、総額とは0.5億円差がある。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_41.pdf
s1_outline_42,1次,株式会社山田ドビー,s1_outline_42_cost_1,project_cost,high,59.0,億円,5900.0,5900.0,1800.0,0.0,true,"事業費59億円（補助額18億円）。設備表の合計は5,482,504,500",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_42.pdf
s1_outline_42,1次,株式会社山田ドビー,s1_outline_42_cost_2,subsidy,high,18.0,億円,1800.0,5900.0,1800.0,0.0,true,"事業費59億円（補助額18億円）。設備表の合計は5,482,504,500円。",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_42.pdf
s1_outline_42,1次,株式会社山田ドビー,s1_outline_42_cost_3,cost_component,high,5482504500.0,円,5482.5045,5900.0,1800.0,,,"事業費59億円（補助額18億円）。設備表の合計は5,482,504,500円。",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_42.pdf
s1_outline_43,1次,丸井産業株式会社,s1_outline_43_cost_1,project_cost,high,102.0,億円,10200.0,10200.0,3000.0,0.0,true,事業費102億円（補助額30億円、支払済みと対象外費用2.8億円を含む）。表,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_43.pdf
s1_outline_43,1次,丸井産業株式会社,s1_outline_43_cost_2,subsidy,high,30.0,億円,3000.0,10200.0,3000.0,0.0,true,事業費102億円（補助額30億円、支払済みと対象外費用2.8億円を含む）。表の2明細は90.,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_43.pdf
s1_outline_43,1次,丸井産業株式会社,s1_outline_43_cost_3,unclassified_cost_amount,low,2.8,億円,280.0,10200.0,3000.0,,,事業費102億円（補助額30億円、支払済みと対象外費用2.8億円を含む）。表の2明細は90.2億円と22.7億円。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_43.pdf
s1_outline_43,1次,丸井産業株式会社,s1_outline_43_cost_4,unclassified_cost_amount,low,90.2,億円,9020.0,10200.0,3000.0,,,0億円、支払済みと対象外費用2.8億円を含む）。表の2明細は90.2億円と22.7億円。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_43.pdf
s1_outline_43,1次,丸井産業株式会社,s1_outline_43_cost_5,unclassified_cost_amount,low,22.7,億円,2270.0,10200.0,3000.0,,,みと対象外費用2.8億円を含む）。表の2明細は90.2億円と22.7億円。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_43.pdf
s1_outline_45,1次,山本ビニター株式会社,s1_outline_45_cost_1,project_cost,high,26.0,億円,2600.0,2600.0,820.0,0.0,true,事業費26億円（補助額8.2億円）。工場全面リニューアル、新工場建設、R&,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_45.pdf
s1_outline_45,1次,山本ビニター株式会社,s1_outline_45_cost_2,subsidy,high,8.2,億円,819.9999999999999,2600.0,820.0,-1.1368683772161603e-13,true,事業費26億円（補助額8.2億円）。工場全面リニューアル、新工場建設、R&Dセンター新設、A,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_45.pdf
s1_outline_46,1次,株式会社アイスコ,s1_outline_46_cost_1,project_cost,high,35.0,億円,3500.0,3500.0,1100.0,0.0,true,事業費35億円（補助額11億円）。埼玉県に冷凍物流倉庫を新設し、自動倉庫物,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_46.pdf
s1_outline_46,1次,株式会社アイスコ,s1_outline_46_cost_2,subsidy,high,11.0,億円,1100.0,3500.0,1100.0,0.0,true,事業費35億円（補助額11億円）。埼玉県に冷凍物流倉庫を新設し、自動倉庫物流システムを導入,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_46.pdf
s1_outline_47,1次,ポーライト株式会社,s1_outline_47_cost_1,project_cost,high,31.0,億円,3100.0,3100.0,820.0,0.0,true,事業費31億円（補助額8.2億円）。銅コーティング粉工場新設と軸受製造工程,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_47.pdf
s1_outline_47,1次,ポーライト株式会社,s1_outline_47_cost_2,subsidy,high,8.2,億円,819.9999999999999,3100.0,820.0,-1.1368683772161603e-13,true,事業費31億円（補助額8.2億円）。銅コーティング粉工場新設と軸受製造工程の自動化。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_47.pdf
s1_outline_48,1次,SINGS株式会社,s1_outline_48_cost_1,project_cost,high,31.0,億円,3100.0,3100.0,960.0,0.0,true,"事業費31億円（補助額9.6億円）。表示明細は工場建屋2,182百万円、輸",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_48.pdf
s1_outline_48,1次,SINGS株式会社,s1_outline_48_cost_2,subsidy,high,9.6,億円,960.0,3100.0,960.0,0.0,true,"事業費31億円（補助額9.6億円）。表示明細は工場建屋2,182百万円、輸入機械4,090千",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_48.pdf
s1_outline_48,1次,SINGS株式会社,s1_outline_48_cost_3,cost_component,high,2182.0,百万円,2182.0,3100.0,960.0,,,"事業費31億円（補助額9.6億円）。表示明細は工場建屋2,182百万円、輸入機械4,090千ドル、国内400百万円。",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_48.pdf
s1_outline_48,1次,SINGS株式会社,s1_outline_48_cost_4,cost_component,medium,400.0,百万円,400.0,3100.0,960.0,,,"細は工場建屋2,182百万円、輸入機械4,090千ドル、国内400百万円。",2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_48.pdf
s1_outline_49,1次,株式会社ＡＫシステム,s1_outline_49_cost_1,project_cost,high,11.0,億円,1100.0,1100.0,350.0,0.0,true,事業費11億円（補助額3.5億円）。表示明細は8.1、1.5、2.8、0.,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_49.pdf
s1_outline_49,1次,株式会社ＡＫシステム,s1_outline_49_cost_2,subsidy,high,3.5,億円,350.0,1100.0,350.0,0.0,true,事業費11億円（補助額3.5億円）。表示明細は8.1、1.5、2.8、0.4億円で合計12.,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_49.pdf
s1_outline_49,1次,株式会社ＡＫシステム,s1_outline_49_cost_3,unclassified_cost_amount,low,0.4,億円,40.0,1100.0,350.0,,,億円（補助額3.5億円）。表示明細は8.1、1.5、2.8、0.4億円で合計12.8億円となり総額と一致しない。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_49.pdf
s1_outline_49,1次,株式会社ＡＫシステム,s1_outline_49_cost_4,unclassified_cost_amount,low,12.8,億円,1280.0,1100.0,350.0,,,5億円）。表示明細は8.1、1.5、2.8、0.4億円で合計12.8億円となり総額と一致しない。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_49.pdf
s1_outline_5,1次,大森機械工業株式会社,s1_outline_5_cost_1,project_cost,high,36.0,億円,3600.0,3600.0,1100.0,0.0,true,事業費36億円（補助額11億円）。大森ホールディングス35.0億円、大森機,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_5.pdf
s1_outline_5,1次,大森機械工業株式会社,s1_outline_5_cost_2,subsidy,high,11.0,億円,1100.0,3600.0,1100.0,0.0,true,事業費36億円（補助額11億円）。大森ホールディングス35.0億円、大森機械工業約6.5億,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_5.pdf
s1_outline_5,1次,大森機械工業株式会社,s1_outline_5_cost_3,cost_component,medium,35.0,億円,3500.0,3600.0,1100.0,,,事業費36億円（補助額11億円）。大森ホールディングス35.0億円、大森機械工業約6.5億円（内訳表記は概数で約37億円）。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_5.pdf
s1_outline_5,1次,大森機械工業株式会社,s1_outline_5_cost_4,cost_component,high,6.5,億円,650.0,3600.0,1100.0,,,11億円）。大森ホールディングス35.0億円、大森機械工業約6.5億円（内訳表記は概数で約37億円）。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_5.pdf
s1_outline_5,1次,大森機械工業株式会社,s1_outline_5_cost_5,cost_component,medium,37.0,億円,3700.0,3600.0,1100.0,,,ス35.0億円、大森機械工業約6.5億円（内訳表記は概数で約37億円）。,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_5.pdf
s1_outline_50,1次,株式会社松尾製作所,s1_outline_50_cost_1,project_cost,high,109.0,億円,10900.0,10900.0,3500.0,0.0,true,事業費109億円（補助額35億円）。59品番それぞれに専用工程・自動機・検査,2,cost_box_transcription,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_50.pdf
