case_id,round,company,component_id,component_index,component_label,component_type,classification_confidence,entity_name,entity_relation,amount_value_raw,amount_unit_raw,project_cost_million_yen_normalized,subsidy_million_yen_normalized,included_in_representative_total,source_page,raw_evidence,source_json,pdf_url
s1_outline_26,1次,日星電気株式会社,s1_outline_26_investment_6,6,ふっ素チューブ長尺製造設備,cost_category,medium,,,,,,,false,2,ふっ素チューブ長尺製造設備,"{""label"":""ふっ素チューブ長尺製造設備"",""amount_million_yen"":null,""raw_evidence"":""ふっ素チューブ長尺製造設備""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_26,1次,日星電気株式会社,s1_outline_26_investment_7,7,ふっ素チューブ製品評価設備,cost_category,medium,,,,,,,false,2,ふっ素チューブ製品評価設備,"{""label"":""ふっ素チューブ製品評価設備"",""amount_million_yen"":null,""raw_evidence"":""ふっ素チューブ製品評価設備""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_26,1次,日星電気株式会社,s1_outline_26_investment_8,8,全製品対象製品評価設備,cost_category,medium,,,,,,,false,2,全製品対象製品評価設備,"{""label"":""全製品対象製品評価設備"",""amount_million_yen"":null,""raw_evidence"":""全製品対象製品評価設備""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_27,1次,株式会社クラタ,s1_outline_27_investment_1,1,工場修繕,cost_category,medium,,,,,,,false,2,工場修繕,"{""label"":""工場修繕"",""amount_million_yen"":null,""raw_evidence"":""工場修繕""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_27.pdf
s1_outline_27,1次,株式会社クラタ,s1_outline_27_investment_2,2,工場インフラ,cost_category,medium,,,,,,,false,2,工場インフラ,"{""label"":""工場インフラ"",""amount_million_yen"":null,""raw_evidence"":""工場インフラ""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_27.pdf
s1_outline_27,1次,株式会社クラタ,s1_outline_27_investment_3,3,生産設備,cost_category,medium,,,,,,,false,2,生産設備,"{""label"":""生産設備"",""amount_million_yen"":null,""raw_evidence"":""生産設備""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_27.pdf
s1_outline_27,1次,株式会社クラタ,s1_outline_27_investment_4,4,検査設備,cost_category,medium,,,,,,,false,2,検査設備,"{""label"":""検査設備"",""amount_million_yen"":null,""raw_evidence"":""検査設備""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_27.pdf
s1_outline_27,1次,株式会社クラタ,s1_outline_27_investment_5,5,ソフトウェア,cost_category,medium,,,,,,,false,2,ソフトウェア,"{""label"":""ソフトウェア"",""amount_million_yen"":null,""raw_evidence"":""ソフトウェア""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_27.pdf
s1_outline_27,1次,株式会社クラタ,s1_outline_27_investment_6,6,省力化設備,cost_category,medium,,,,,,,false,2,省力化設備,"{""label"":""省力化設備"",""amount_million_yen"":null,""raw_evidence"":""省力化設備""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_27.pdf
s1_outline_28,1次,広陵化学工業株式会社,s1_outline_28_investment_1,1,医療専門の新工場,project_or_location,medium,,,,,,,false,2,医療専門の新工場,"{""label"":""医療専門の新工場"",""amount_million_yen"":null,""raw_evidence"":""医療専門の新工場""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_28.pdf
s1_outline_28,1次,広陵化学工業株式会社,s1_outline_28_investment_2,2,クリーンルーム,unspecified,low,,,,,,,false,2,クリーンルーム,"{""label"":""クリーンルーム"",""amount_million_yen"":null,""raw_evidence"":""クリーンルーム""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_28.pdf
s1_outline_28,1次,広陵化学工業株式会社,s1_outline_28_investment_3,3,射出成形機・一次加工設備,cost_category,medium,,,,,,,false,2,射出成形機・一次加工設備,"{""label"":""射出成形機・一次加工設備"",""amount_million_yen"":null,""raw_evidence"":""射出成形機・一次加工設備""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_28.pdf
s1_outline_28,1次,広陵化学工業株式会社,s1_outline_28_investment_4,4,自動検品装置,cost_category,medium,,,,,,,false,2,自動検品装置,"{""label"":""自動検品装置"",""amount_million_yen"":null,""raw_evidence"":""自動検品装置""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_28.pdf
s1_outline_29,1次,株式会社三和テスコ,s1_outline_29_investment_1,1,郷東工場改修,cost_category,medium,,,,,,,false,2,郷東工場改修,"{""label"":""郷東工場改修"",""amount_million_yen"":null,""raw_evidence"":""郷東工場改修""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_29,1次,株式会社三和テスコ,s1_outline_29_investment_2,2,新工場,project_or_location,medium,,,,,,,false,2,新工場,"{""label"":""新工場"",""amount_million_yen"":null,""raw_evidence"":""新工場""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_29,1次,株式会社三和テスコ,s1_outline_29_investment_3,3,亜臨界水処理装置デモ機,cost_category,medium,,,,,,,false,2,亜臨界水処理装置デモ機,"{""label"":""亜臨界水処理装置デモ機"",""amount_million_yen"":null,""raw_evidence"":""亜臨界水処理装置デモ機""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_29,1次,株式会社三和テスコ,s1_outline_29_investment_4,4,ファイバーレーザー切断機,unspecified,low,,,,,,,false,2,ファイバーレーザー切断機,"{""label"":""ファイバーレーザー切断機"",""amount_million_yen"":null,""raw_evidence"":""ファイバーレーザー切断機""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_29,1次,株式会社三和テスコ,s1_outline_29_investment_5,5,開先加工機,unspecified,low,,,,,,,false,2,開先加工機,"{""label"":""開先加工機"",""amount_million_yen"":null,""raw_evidence"":""開先加工機""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_29,1次,株式会社三和テスコ,s1_outline_29_investment_6,6,ベンディングロール,unspecified,low,,,,,,,false,2,ベンディングロール,"{""label"":""ベンディングロール"",""amount_million_yen"":null,""raw_evidence"":""ベンディングロール""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_29,1次,株式会社三和テスコ,s1_outline_29_investment_7,7,マニピュレーター・サブマージ溶接機,unspecified,low,,,,,,,false,2,マニピュレーター・サブマージ溶接機,"{""label"":""マニピュレーター・サブマージ溶接機"",""amount_million_yen"":null,""raw_evidence"":""マニピュレーター・サブマージ溶接機""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_29,1次,株式会社三和テスコ,s1_outline_29_investment_8,8,ターニングロール,unspecified,low,,,,,,,false,2,ターニングロール,"{""label"":""ターニングロール"",""amount_million_yen"":null,""raw_evidence"":""ターニングロール""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_30,1次,株式会社メイドー,s1_outline_30_investment_1,1,冷間鍛造,unspecified,low,,,,,,,false,2,冷間鍛造,"{""label"":""冷間鍛造"",""amount_million_yen"":null,""raw_evidence"":""冷間鍛造""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_30.pdf
s1_outline_30,1次,株式会社メイドー,s1_outline_30_investment_2,2,ねじ転造,unspecified,low,,,,,,,false,2,ねじ転造,"{""label"":""ねじ転造"",""amount_million_yen"":null,""raw_evidence"":""ねじ転造""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_30.pdf
s1_outline_30,1次,株式会社メイドー,s1_outline_30_investment_3,3,機械加工,cost_category,medium,,,,,,,false,2,機械加工,"{""label"":""機械加工"",""amount_million_yen"":null,""raw_evidence"":""機械加工""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_30.pdf
s1_outline_30,1次,株式会社メイドー,s1_outline_30_investment_4,4,熱処理,unspecified,low,,,,,,,false,2,熱処理,"{""label"":""熱処理"",""amount_million_yen"":null,""raw_evidence"":""熱処理""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_30.pdf
s1_outline_30,1次,株式会社メイドー,s1_outline_30_investment_5,5,表面処理,unspecified,low,,,,,,,false,2,表面処理,"{""label"":""表面処理"",""amount_million_yen"":null,""raw_evidence"":""表面処理""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_30.pdf
s1_outline_30,1次,株式会社メイドー,s1_outline_30_investment_6,6,研究所改修・試験研究機器,cost_category,medium,,,,,,,false,2,研究所改修・試験研究機器,"{""label"":""研究所改修・試験研究機器"",""amount_million_yen"":null,""raw_evidence"":""研究所改修・試験研究機器""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_30.pdf
s1_outline_31,1次,鎌長製衡株式会社,s1_outline_31_investment_1,1,製造棟,cost_category,medium,,,,,,,false,2,製造棟,"{""label"":""製造棟"",""amount_million_yen"":null,""raw_evidence"":""製造棟""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_31.pdf
s1_outline_31,1次,鎌長製衡株式会社,s1_outline_31_investment_2,2,設計棟,cost_category,medium,,,,,,,false,2,設計棟,"{""label"":""設計棟"",""amount_million_yen"":null,""raw_evidence"":""設計棟""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_31.pdf
s1_outline_32,1次,オリヒロエンジニアリング株式会社,s1_outline_32_investment_1,1,建物費,cost_category,medium,,,5082.78,百万円,5082.78,,false,2,"5,082,780千円","{""label"":""建物費"",""amount_million_yen"":5082.78,""raw_evidence"":""5,082,780千円""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_32.pdf
s1_outline_32,1次,オリヒロエンジニアリング株式会社,s1_outline_32_investment_2,2,機械装置費,cost_category,medium,,,1060.301,百万円,1060.301,,false,2,"1,060,301千円","{""label"":""機械装置費"",""amount_million_yen"":1060.301,""raw_evidence"":""1,060,301千円""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_32.pdf
s1_outline_33,1次,株式会社石井機械製作所,s1_outline_33_investment_1,1,大規模工場,project_or_location,medium,,,,,,,false,2,大規模工場,"{""label"":""大規模工場"",""amount_million_yen"":null,""raw_evidence"":""大規模工場""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_33.pdf
s1_outline_33,1次,株式会社石井機械製作所,s1_outline_33_investment_2,2,天井クレーン30t・15t・5t,unspecified,low,,,,,,,false,2,天井クレーン30t・15t・5t,"{""label"":""天井クレーン30t・15t・5t"",""amount_million_yen"":null,""raw_evidence"":""天井クレーン30t・15t・5t""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_33.pdf
s1_outline_34,1次,株式会社柴田合成,s1_outline_34_investment_1,1,工場・倉庫I期,project_or_location,medium,,,824,百万円,824.0,,true,2,557+267=824百万円,"{""label"":""工場・倉庫I期"",""amount_million_yen"":824,""raw_evidence"":""557+267=824百万円""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_34.pdf
s1_outline_34,1次,株式会社柴田合成,s1_outline_34_investment_2,2,倉庫II期,unspecified,low,,,373,百万円,373.0,,true,2,373百万円,"{""label"":""倉庫II期"",""amount_million_yen"":373,""raw_evidence"":""373百万円""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_34.pdf
s1_outline_34,1次,株式会社柴田合成,s1_outline_34_investment_3,3,生産設備一式,cost_category,medium,,,697,百万円,697.0,,true,2,510+187=697百万円,"{""label"":""生産設備一式"",""amount_million_yen"":697,""raw_evidence"":""510+187=697百万円""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_34.pdf
s1_outline_35,1次,イグス株式会社,s1_outline_35_investment_1,1,新工場建屋,cost_category,medium,,,,,,,false,2,新工場建屋,"{""label"":""新工場建屋"",""amount_million_yen"":null,""raw_evidence"":""新工場建屋""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_35.pdf
s1_outline_35,1次,イグス株式会社,s1_outline_35_investment_2,2,高収納効率ラック・ラックフォーク,unspecified,low,,,,,,,false,2,高収納効率ラック・ラックフォーク,"{""label"":""高収納効率ラック・ラックフォーク"",""amount_million_yen"":null,""raw_evidence"":""高収納効率ラック・ラックフォーク""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_35.pdf
s1_outline_35,1次,イグス株式会社,s1_outline_35_investment_3,3,自動化・省力化設備群,cost_category,medium,,,,,,,false,2,自動化・省力化設備群,"{""label"":""自動化・省力化設備群"",""amount_million_yen"":null,""raw_evidence"":""自動化・省力化設備群""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_35.pdf
s1_outline_35,1次,イグス株式会社,s1_outline_35_investment_4,4,ITクラウドシステム,cost_category,medium,,,,,,,false,2,ITクラウドシステム,"{""label"":""ITクラウドシステム"",""amount_million_yen"":null,""raw_evidence"":""ITクラウドシステム""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_35.pdf
s1_outline_36,1次,株式会社廣澤精機製作所,s1_outline_36_investment_1,1,金属プレス板金加工工程,unspecified,low,,,,,,,false,2,金属プレス板金加工工程,"{""label"":""金属プレス板金加工工程"",""amount_million_yen"":null,""raw_evidence"":""金属プレス板金加工工程""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_36.pdf
s1_outline_36,1次,株式会社廣澤精機製作所,s1_outline_36_investment_2,2,曲げ加工工程,unspecified,low,,,,,,,false,2,曲げ加工工程,"{""label"":""曲げ加工工程"",""amount_million_yen"":null,""raw_evidence"":""曲げ加工工程""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_36.pdf
s1_outline_36,1次,株式会社廣澤精機製作所,s1_outline_36_investment_3,3,溶接工程,unspecified,low,,,,,,,false,2,溶接工程,"{""label"":""溶接工程"",""amount_million_yen"":null,""raw_evidence"":""溶接工程""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_36.pdf
s1_outline_36,1次,株式会社廣澤精機製作所,s1_outline_36_investment_4,4,塗装工程,unspecified,low,,,,,,,false,2,塗装工程,"{""label"":""塗装工程"",""amount_million_yen"":null,""raw_evidence"":""塗装工程""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_36.pdf
s1_outline_36,1次,株式会社廣澤精機製作所,s1_outline_36_investment_5,5,自律型搬送ロボット,unspecified,low,,,,,,,false,2,自律型搬送ロボット,"{""label"":""自律型搬送ロボット"",""amount_million_yen"":null,""raw_evidence"":""自律型搬送ロボット""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_36.pdf
s1_outline_37,1次,大日工業株式会社,s1_outline_37_investment_1,1,建築設備費・開発申請料等,cost_category,medium,,,1639,百万円,1639.0,,false,2,16億3900万円,"{""label"":""建築設備費・開発申請料等"",""amount_million_yen"":1639,""raw_evidence"":""16億3900万円""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_37.pdf
s1_outline_37,1次,大日工業株式会社,s1_outline_37_investment_2,2,導入設備2ライン,cost_category,medium,,,249.6,百万円,249.6,,false,2,2億4960万円,"{""label"":""導入設備2ライン"",""amount_million_yen"":249.6,""raw_evidence"":""2億4960万円""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_37.pdf
s1_outline_37,1次,大日工業株式会社,s1_outline_37_investment_3,3,土地購入・造成・登記等（対象外）,cost_category,medium,,,820.97,百万円,820.97,,false,2,8億2097万円、対象外,"{""label"":""土地購入・造成・登記等（対象外）"",""amount_million_yen"":820.97,""raw_evidence"":""8億2097万円、対象外""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_37.pdf
s1_outline_38,1次,テラル株式会社,s1_outline_38_investment_1,1,本社第二工場・自動倉庫,project_or_location,medium,,,,,,,false,2,本社第二工場・自動倉庫,"{""label"":""本社第二工場・自動倉庫"",""amount_million_yen"":null,""raw_evidence"":""本社第二工場・自動倉庫""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_38.pdf
s1_outline_38,1次,テラル株式会社,s1_outline_38_investment_2,2,無人搬送設備・垂直搬送装置,cost_category,medium,,,,,,,false,2,無人搬送設備・垂直搬送装置,"{""label"":""無人搬送設備・垂直搬送装置"",""amount_million_yen"":null,""raw_evidence"":""無人搬送設備・垂直搬送装置""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_38.pdf
s1_outline_38,1次,テラル株式会社,s1_outline_38_investment_3,3,統合基幹業務システムERP,cost_category,medium,,,,,,,false,2,統合基幹業務システムERP,"{""label"":""統合基幹業務システムERP"",""amount_million_yen"":null,""raw_evidence"":""統合基幹業務システムERP""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_38.pdf
s1_outline_38,1次,テラル株式会社,s1_outline_38_investment_4,4,研究開発部門,unspecified,low,,,,,,,false,2,研究開発部門,"{""label"":""研究開発部門"",""amount_million_yen"":null,""raw_evidence"":""研究開発部門""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_38.pdf
s1_outline_39,1次,株式会社ハウゼコ,s1_outline_39_investment_1,1,加西工場の増改築,project_or_location,medium,,,,,,,false,2,加西工場の増改築,"{""label"":""加西工場の増改築"",""amount_million_yen"":null,""raw_evidence"":""加西工場の増改築""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_39.pdf
s1_outline_39,1次,株式会社ハウゼコ,s1_outline_39_investment_2,2,自動化製造ライン,cost_category,medium,,,,,,,false,2,自動化製造ライン,"{""label"":""自動化製造ライン"",""amount_million_yen"":null,""raw_evidence"":""自動化製造ライン""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_39.pdf
s1_outline_39,1次,株式会社ハウゼコ,s1_outline_39_investment_3,3,多品種少量製造ライン,cost_category,medium,,,,,,,false,2,多品種少量製造ライン,"{""label"":""多品種少量製造ライン"",""amount_million_yen"":null,""raw_evidence"":""多品種少量製造ライン""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_39.pdf
s1_outline_4,1次,株式会社インターオフィス,s1_outline_4_investment_1,1,建物費（加工・物流センター建設費）,cost_category,medium,,,15.5,億円,1550.0,,false,2,,"{""label"":""建物費（加工・物流センター建設費）"",""amount_oku"":15.5}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_4.pdf
s1_outline_4,1次,株式会社インターオフィス,s1_outline_4_investment_2,2,機械装置費,cost_category,medium,,,0.5,億円,50.0,,false,2,,"{""label"":""機械装置費"",""amount_oku"":0.5}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_4.pdf
s1_outline_40,1次,千代田鋼鉄工業株式会社,s1_outline_40_investment_1,1,二次精錬設備用建屋（対象）,cost_category,medium,,,,,,,false,2,二次精錬設備用建屋（対象）,"{""label"":""二次精錬設備用建屋（対象）"",""amount_million_yen"":null,""raw_evidence"":""二次精錬設備用建屋（対象）""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_40.pdf
s1_outline_40,1次,千代田鋼鉄工業株式会社,s1_outline_40_investment_2,2,二次精錬設備（対象外）,cost_category,medium,,,,,,,false,2,二次精錬設備（対象外）,"{""label"":""二次精錬設備（対象外）"",""amount_million_yen"":null,""raw_evidence"":""二次精錬設備（対象外）""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_40.pdf
s1_outline_40,1次,千代田鋼鉄工業株式会社,s1_outline_40_investment_3,3,大物圧延用設備（対象）,cost_category,medium,,,,,,,false,2,大物圧延用設備（対象）,"{""label"":""大物圧延用設備（対象）"",""amount_million_yen"":null,""raw_evidence"":""大物圧延用設備（対象）""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_40.pdf
s1_outline_40,1次,千代田鋼鉄工業株式会社,s1_outline_40_investment_4,4,積込・保管用建屋（対象外）,cost_category,medium,,,,,,,false,2,積込・保管用建屋（対象外）,"{""label"":""積込・保管用建屋（対象外）"",""amount_million_yen"":null,""raw_evidence"":""積込・保管用建屋（対象外）""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_40.pdf
s1_outline_40,1次,千代田鋼鉄工業株式会社,s1_outline_40_investment_5,5,鉄筋ラック工事（対象）,cost_category,medium,,,,,,,false,2,鉄筋ラック工事（対象）,"{""label"":""鉄筋ラック工事（対象）"",""amount_million_yen"":null,""raw_evidence"":""鉄筋ラック工事（対象）""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_40.pdf
s1_outline_40,1次,千代田鋼鉄工業株式会社,s1_outline_40_investment_6,6,保管用建屋（対象）,cost_category,medium,,,,,,,false,2,保管用建屋（対象）,"{""label"":""保管用建屋（対象）"",""amount_million_yen"":null,""raw_evidence"":""保管用建屋（対象）""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_40.pdf
s1_outline_40,1次,千代田鋼鉄工業株式会社,s1_outline_40_investment_7,7,スライドアームラック（対象）,unspecified,low,,,,,,,false,2,スライドアームラック（対象）,"{""label"":""スライドアームラック（対象）"",""amount_million_yen"":null,""raw_evidence"":""スライドアームラック（対象）""}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_40.pdf
s1_outline_41,1次,株式会社ビッグハウス,s1_outline_41_investment_1,1,三股新工場造成本・新工場・新事務所,project_or_location,medium,,,370,百万円,370.0,,false,2,,"{""label"":""三股新工場造成本・新工場・新事務所"",""amount_million_yen"":370}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_41.pdf
s1_outline_41,1次,株式会社ビッグハウス,s1_outline_41_investment_2,2,ツーバイ・フォー壁・合板組立システム,cost_category,medium,,,200,百万円,200.0,,false,2,,"{""label"":""ツーバイ・フォー壁・合板組立システム"",""amount_million_yen"":200}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_41.pdf
s1_outline_41,1次,株式会社ビッグハウス,s1_outline_41_investment_3,3,カット機自動投入システム,cost_category,medium,,,120,百万円,120.0,,false,2,,"{""label"":""カット機自動投入システム"",""amount_million_yen"":120}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_41.pdf
s1_outline_41,1次,株式会社ビッグハウス,s1_outline_41_investment_4,4,トラス組立システム,cost_category,medium,,,220,百万円,220.0,,false,2,,"{""label"":""トラス組立システム"",""amount_million_yen"":220}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_41.pdf
s1_outline_41,1次,株式会社ビッグハウス,s1_outline_41_investment_5,5,床・金具組立システム,cost_category,medium,,,100,百万円,100.0,,false,2,,"{""label"":""床・金具組立システム"",""amount_million_yen"":100}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_41.pdf
s1_outline_41,1次,株式会社ビッグハウス,s1_outline_41_investment_6,6,木材そり量検査システム,cost_category,medium,,,40,百万円,40.0,,false,2,,"{""label"":""木材そり量検査システム"",""amount_million_yen"":40}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_41.pdf
s1_outline_41,1次,株式会社ビッグハウス,s1_outline_41_investment_7,7,搬送機械,cost_category,medium,,,100,百万円,100.0,,false,2,,"{""label"":""搬送機械"",""amount_million_yen"":100}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_41.pdf
s1_outline_42,1次,株式会社山田ドビー,s1_outline_42_investment_1,1,設備投資表の25点合計,total,high,,,5482.5045,百万円,5482.5045,,false,2,,"{""label"":""設備投資表の25点合計"",""amount_million_yen"":5482.5045}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_42.pdf
s1_outline_43,1次,丸井産業株式会社,s1_outline_43_investment_1,1,新工場の建設（丸井産業）,project_or_location,medium,,,9020,百万円,9020.0,,false,2,,"{""label"":""新工場の建設（丸井産業）"",""amount_million_yen"":9020}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_43.pdf
s1_outline_43,1次,丸井産業株式会社,s1_outline_43_investment_2,2,自社製品の製造・自動化等設備（イムロ）,cost_category,medium,,,2270,百万円,2270.0,,false,2,,"{""label"":""自社製品の製造・自動化等設備（イムロ）"",""amount_million_yen"":2270}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_43.pdf
s1_outline_48,1次,SINGS株式会社,s1_outline_48_investment_1,1,工場建屋,cost_category,medium,,,2182,百万円,2182.0,,false,2,,"{""label"":""工場建屋"",""amount_million_yen"":2182}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_48.pdf
s1_outline_48,1次,SINGS株式会社,s1_outline_48_investment_2,2,"輸入機械設備4,090千ドル（1ドル155円想定）",cost_category,medium,,,633.95,百万円,633.95,,false,2,,"{""label"":""輸入機械設備4,090千ドル（1ドル155円想定）"",""amount_million_yen"":633.95}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_48.pdf
s1_outline_48,1次,SINGS株式会社,s1_outline_48_investment_3,3,国内機械設備,cost_category,medium,,,400,百万円,400.0,,false,2,,"{""label"":""国内機械設備"",""amount_million_yen"":400}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_48.pdf
s1_outline_49,1次,株式会社ＡＫシステム,s1_outline_49_investment_1,1,新工場建設,project_or_location,medium,,,810,百万円,810.0,,false,2,,"{""label"":""新工場建設"",""amount_million_yen"":810}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_49.pdf
s1_outline_49,1次,株式会社ＡＫシステム,s1_outline_49_investment_2,2,既存本社工場改修・倉庫建設,cost_category,medium,,,150,百万円,150.0,,false,2,,"{""label"":""既存本社工場改修・倉庫建設"",""amount_million_yen"":150}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_49.pdf
s1_outline_49,1次,株式会社ＡＫシステム,s1_outline_49_investment_3,3,機械装置・ソフトウェア,cost_category,medium,,,280,百万円,280.0,,false,2,,"{""label"":""機械装置・ソフトウェア"",""amount_million_yen"":280}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_49.pdf
s1_outline_49,1次,株式会社ＡＫシステム,s1_outline_49_investment_4,4,生産管理システム等,cost_category,medium,,,40,百万円,40.0,,false,2,,"{""label"":""生産管理システム等"",""amount_million_yen"":40}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_49.pdf
s1_outline_5,1次,大森機械工業株式会社,s1_outline_5_investment_1,1,大森ホールディングスの投資,unspecified,low,,,30.5,億円,3050.0,,false,2,,"{""label"":""大森ホールディングスの投資"",""amount_oku"":30.5}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_5.pdf
s1_outline_5,1次,大森機械工業株式会社,s1_outline_5_investment_2,2,大森機械工業の投資,cost_category,medium,,,6.5,億円,650.0,,false,2,,"{""label"":""大森機械工業の投資"",""amount_oku"":6.5}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_5.pdf
s1_outline_51,1次,株式会社西部技研,s1_outline_51_investment_1,1,工場建屋一式,cost_category,medium,,,1619,百万円,1619.0,,false,2,,"{""label"":""工場建屋一式"",""amount_million_yen"":1619}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_51.pdf
s1_outline_51,1次,株式会社西部技研,s1_outline_51_investment_2,2,成形工程設備一式,cost_category,medium,,,134,百万円,134.0,,false,2,,"{""label"":""成形工程設備一式"",""amount_million_yen"":134}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_51.pdf
s1_outline_51,1次,株式会社西部技研,s1_outline_51_investment_3,3,巻付工程設備一式,cost_category,medium,,,71,百万円,71.0,,false,2,,"{""label"":""巻付工程設備一式"",""amount_million_yen"":71}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_51.pdf
s1_outline_51,1次,株式会社西部技研,s1_outline_51_investment_4,4,化学処理システム設備一式,cost_category,medium,,,918,百万円,918.0,,false,2,,"{""label"":""化学処理システム設備一式"",""amount_million_yen"":918}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_51.pdf
s1_outline_51,1次,株式会社西部技研,s1_outline_51_investment_5,5,加工機設備一式,cost_category,medium,,,236,百万円,236.0,,false,2,,"{""label"":""加工機設備一式"",""amount_million_yen"":236}",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_51.pdf
