case_id,round,company,entity_id,entity_name,entity_relation,is_applicant,is_consortium_member,appears_in_sales_metric,appears_in_labor_metric,appears_in_cost,source_type,source_page,raw_evidence,pdf_url
s1_outline_19,1次,株式会社XEN GROUP,s1_outline_19_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,会社全体：2022年度→2029年度までの売上高成長率308%、売上高増加額28億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_19.pdf
s1_outline_19,1次,株式会社XEN GROUP,s1_outline_19_entity_3,補助事業,project,false,false,true,false,false,sales_series,1,補助事業：2022年度→2029年度までの売上高成長率3600%、売上高増加額64億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_19.pdf
s1_outline_2,1次,株式会社アイ・テック,s1_outline_2_entity_1,株式会社アイ・テック,applicant,true,false,true,true,true,cases.company,,株式会社アイ・テック,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_2.pdf
s1_outline_2,1次,株式会社アイ・テック,s1_outline_2_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2023年3月期～2028年3月期の5年間における会社全体の売上高成長率32.1%、売上高増加額349億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_2.pdf
s1_outline_20,1次,エスティケイテクノロジー株式会社,s1_outline_20_entity_1,エスティケイテクノロジー株式会社,applicant,true,false,true,true,true,cases.company,,エスティケイテクノロジー株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_20.pdf
s1_outline_20,1次,エスティケイテクノロジー株式会社,s1_outline_20_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2029年3月期までの目標：会社全体 売上高成長率4.0%、売上高増加額45億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_20.pdf
s1_outline_20,1次,エスティケイテクノロジー株式会社,s1_outline_20_entity_3,補助事業,project,false,false,true,false,false,sales_series,1,2029年3月期までの目標：補助事業 売上高成長率5.6%、売上高増加額19億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_20.pdf
s1_outline_21,1次,株式会社くまさんメディクス,s1_outline_21_entity_1,株式会社くまさんメディクス,applicant,true,false,true,true,true,cases.company,,株式会社くまさんメディクス,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_21.pdf
s1_outline_21,1次,株式会社くまさんメディクス,s1_outline_21_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,直近2023年8月期306億円→2030年8月期500億円、増加額194億円、成長率64%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_21.pdf
s1_outline_22,1次,BBSジャパン株式会社,s1_outline_22_entity_1,BBSジャパン株式会社,applicant,true,false,true,true,true,cases.company,,BBSジャパン株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_22.pdf
s1_outline_22,1次,BBSジャパン株式会社,s1_outline_22_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,基準年度2026/6対2029/6、売上高成長率28%、増加額40億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_22.pdf
s1_outline_23,1次,株式会社ジェーイーエル,s1_outline_23_entity_1,株式会社ジェーイーエル,applicant,true,false,true,true,true,cases.company,,株式会社ジェーイーエル,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_23.pdf
s1_outline_23,1次,株式会社ジェーイーエル,s1_outline_23_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2030年5月期まで毎年15%、2023年5月期145億円→2030年5月期231億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_23.pdf
s1_outline_23,1次,株式会社ジェーイーエル,s1_outline_23_entity_3,補助事業（尾道工場）,project,false,false,true,false,false,sales_series,1,尾道工場の2030年5月期売上目標80億円、会社全体の34%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_23.pdf
s1_outline_24,1次,株式会社フジキン,s1_outline_24_entity_1,株式会社フジキン,applicant,true,false,true,true,true,cases.company,,株式会社フジキン,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_24.pdf
s1_outline_24,1次,株式会社フジキン,s1_outline_24_entity_2,グループ全体（連結）,group,false,false,true,false,false,sales_series,1,"連結2023年度1,701億円→2030年度3,000億円、1.8倍",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_24.pdf
s1_outline_24,1次,株式会社フジキン,s1_outline_24_entity_3,フジキン単体,applicant,true,false,true,false,false,sales_series,1,"単体2023年度836億円→2030年度1,420億円、1.7倍",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_24.pdf
s1_outline_25,1次,日本リファイン株式会社,s1_outline_25_entity_1,日本リファイン株式会社,applicant,true,false,true,true,true,cases.company,,日本リファイン株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_25.pdf
s1_outline_25,1次,日本リファイン株式会社,s1_outline_25_entity_2,グループ全社,group,false,false,true,false,false,sales_series,1,グループ2023年度209億円→2029年度500億円、増加291億円、成長率239%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_25.pdf
s1_outline_25,1次,日本リファイン株式会社,s1_outline_25_entity_3,日本リファイン単体,applicant,true,false,true,false,false,sales_series,1,単体2023年度121億円→2029年度189億円、増加68.4億円、成長率156%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_25.pdf
s1_outline_26,1次,日星電気株式会社,s1_outline_26_entity_1,日星電気株式会社,applicant,true,false,true,true,true,cases.company,,日星電気株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_26,1次,日星電気株式会社,s1_outline_26_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2029年度会社全体売上530億円、2026年度をベースに成長率116%、増加額71億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_26.pdf
s1_outline_27,1次,株式会社クラタ,s1_outline_27_entity_1,株式会社クラタ,applicant,true,false,true,true,true,cases.company,,株式会社クラタ,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_27.pdf
s1_outline_27,1次,株式会社クラタ,s1_outline_27_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2023年度47億円→2035年度80億円、増加33億円、成長率70%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_27.pdf
s1_outline_28,1次,広陵化学工業株式会社,s1_outline_28_entity_1,広陵化学工業株式会社,applicant,true,false,true,true,true,cases.company,,広陵化学工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_28.pdf
s1_outline_28,1次,広陵化学工業株式会社,s1_outline_28_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2023年12月より2030年12月まで売上高成長率50%、増加額11.6億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_28.pdf
s1_outline_29,1次,株式会社三和テスコ,s1_outline_29_entity_1,株式会社三和テスコ,applicant,true,false,true,true,true,cases.company,,株式会社三和テスコ,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_29,1次,株式会社三和テスコ,s1_outline_29_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2028年までに会社全体の売上高成長率を年平均40%以上、増加額約50億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_29,1次,株式会社三和テスコ,s1_outline_29_entity_3,補助事業売上（国内）,project,false,false,true,false,false,sales_series,1,国内10セット×3億円=30億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_29,1次,株式会社三和テスコ,s1_outline_29_entity_4,補助事業売上（海外）,project,false,false,true,false,false,sales_series,1,海外5セット×3億円=15億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_29,1次,株式会社三和テスコ,s1_outline_29_entity_5,名称未特定,parent,false,false,false,false,false,narrative_keyword,,親会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_29,1次,株式会社三和テスコ,s1_outline_29_entity_6,名称未特定,subsidiary,false,false,false,false,false,narrative_keyword,,子会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_29.pdf
s1_outline_3,1次,株式会社堀場エステック,s1_outline_3_entity_1,株式会社堀場エステック,applicant,true,false,true,true,true,cases.company,,株式会社堀場エステック,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_3.pdf
s1_outline_3,1次,株式会社堀場エステック,s1_outline_3_entity_2,当社グループ連結,group,false,false,true,false,false,sales_series,1,"2028年までのグループ全体の売上高成長率54.9%、売上高増加額1,595億円（数値は2023年度比）。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_3.pdf
s1_outline_3,1次,株式会社堀場エステック,s1_outline_3_entity_3,当社,applicant,true,false,true,false,false,sales_series,1,2028年までの会社全体の売上高成長率40.4%、売上高増加額335億円（数値は2023年度比）。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_3.pdf
s1_outline_30,1次,株式会社メイドー,s1_outline_30_entity_1,株式会社メイドー,applicant,true,false,true,true,true,cases.company,,株式会社メイドー,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_30.pdf
s1_outline_30,1次,株式会社メイドー,s1_outline_30_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2033年までの売上高成長率124%、売上高増加額642億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_30.pdf
s1_outline_31,1次,鎌長製衡株式会社,s1_outline_31_entity_1,鎌長製衡株式会社,applicant,true,false,true,true,true,cases.company,,鎌長製衡株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_31.pdf
s1_outline_31,1次,鎌長製衡株式会社,s1_outline_31_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2030年まで会社全体の売上高成長率9%（年率）、増加額34億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_31.pdf
s1_outline_31,1次,鎌長製衡株式会社,s1_outline_31_entity_3,計量機器事業,existing_business,false,false,true,false,false,sales_series,1,計量機器事業：年率3%成長,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_31.pdf
s1_outline_31,1次,鎌長製衡株式会社,s1_outline_31_entity_4,自動化機器・リサイクル機器事業,existing_business,false,false,true,false,false,sales_series,1,自動化機器・リサイクル機器事業：年率20%成長,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_31.pdf
s1_outline_32,1次,オリヒロエンジニアリング株式会社,s1_outline_32_entity_1,オリヒロエンジニアリング株式会社,applicant,true,false,true,true,true,cases.company,,オリヒロエンジニアリング株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_32.pdf
s1_outline_32,1次,オリヒロエンジニアリング株式会社,s1_outline_32_entity_2,当社単体,applicant,true,false,true,false,false,sales_series,1,単体2029年度65億円、2023年度比+37億円、成長率232%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_32.pdf
s1_outline_32,1次,オリヒロエンジニアリング株式会社,s1_outline_32_entity_3,グループ全体,group,false,false,true,false,false,sales_series,1,グループ2030年度700億円、2023年度比+211億円、成長率143%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_32.pdf
s1_outline_33,1次,株式会社石井機械製作所,s1_outline_33_entity_1,株式会社石井機械製作所,applicant,true,false,true,true,true,cases.company,,株式会社石井機械製作所,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_33.pdf
s1_outline_33,1次,株式会社石井機械製作所,s1_outline_33_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2025年をリスタート年度として売上高成長率140%、2033年までに増加額3.0億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_33.pdf
s1_outline_34,1次,株式会社柴田合成,s1_outline_34_entity_1,株式会社柴田合成,applicant,true,false,true,true,true,cases.company,,株式会社柴田合成,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_34.pdf
s1_outline_34,1次,株式会社柴田合成,s1_outline_34_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2023年度95億円→2028年度150億円、増加55億円、成長率+57%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_34.pdf
s1_outline_34,1次,株式会社柴田合成,s1_outline_34_entity_3,容器事業,project,false,false,true,false,false,sales_series,1,容器事業2023年度5億円→2028年度50億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_34.pdf
s1_outline_35,1次,イグス株式会社,s1_outline_35_entity_1,イグス株式会社,applicant,true,false,true,true,true,cases.company,,イグス株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_35.pdf
s1_outline_35,1次,イグス株式会社,s1_outline_35_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2029年までの売上高成長率81.6%（2023年度比）、増加額47.3億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_35.pdf
s1_outline_36,1次,株式会社廣澤精機製作所,s1_outline_36_entity_1,株式会社廣澤精機製作所,applicant,true,false,true,true,true,cases.company,,株式会社廣澤精機製作所,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_36.pdf
s1_outline_36,1次,株式会社廣澤精機製作所,s1_outline_36_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2030年までの売上高成長率12%、増加額34.6億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_36.pdf
s1_outline_37,1次,大日工業株式会社,s1_outline_37_entity_1,大日工業株式会社,applicant,true,false,true,true,true,cases.company,,大日工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_37.pdf
s1_outline_37,1次,大日工業株式会社,s1_outline_37_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2023年9月期～2028年9月期、成長率27.7%、増加額10億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_37.pdf
s1_outline_38,1次,テラル株式会社,s1_outline_38_entity_1,テラル株式会社,applicant,true,false,true,true,true,cases.company,,テラル株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_38.pdf
s1_outline_38,1次,テラル株式会社,s1_outline_38_entity_2,会社全体・単体,applicant,true,false,true,false,false,sales_series,1,2030年まで単体成長率179%、増加額261億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_38.pdf
s1_outline_38,1次,テラル株式会社,s1_outline_38_entity_3,会社全体・連結,group,false,false,true,false,false,sales_series,1,"2030年まで連結成長率224%、増加額553億円。TERAL VISION 2030は連結売上高1,000億円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_38.pdf
s1_outline_39,1次,株式会社ハウゼコ,s1_outline_39_entity_1,株式会社ハウゼコ,applicant,true,false,true,true,true,cases.company,,株式会社ハウゼコ,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_39.pdf
s1_outline_39,1次,株式会社ハウゼコ,s1_outline_39_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2024年46億円→2029年1月期66億円、増加20億円、成長率43%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_39.pdf
s1_outline_4,1次,株式会社インターオフィス,s1_outline_4_entity_1,株式会社インターオフィス,applicant,true,false,true,true,true,cases.company,,株式会社インターオフィス,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_4.pdf
s1_outline_4,1次,株式会社インターオフィス,s1_outline_4_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2023年8月期までに会社全体の売上高成長率（直近決算比）161.5%、売上高増加額（直近決算比）49.3億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_4.pdf
s1_outline_40,1次,千代田鋼鉄工業株式会社,s1_outline_40_entity_1,千代田鋼鉄工業株式会社,applicant,true,false,true,true,true,cases.company,,千代田鋼鉄工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_40.pdf
s1_outline_40,1次,千代田鋼鉄工業株式会社,s1_outline_40_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,"2024年～2029年の5年間、売上高成長率16.6%、増加額5,749百万円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_40.pdf
s1_outline_41,1次,株式会社ビッグハウス,s1_outline_41_entity_1,株式会社ビッグハウス,applicant,true,false,true,true,true,cases.company,,株式会社ビッグハウス,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_41.pdf
s1_outline_41,1次,株式会社ビッグハウス,s1_outline_41_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2023年：8億⇒2029年：22億へ。2029年までの会社全体の売上高成長率161%、売上高増加額14億円。丸め値同士では算術が一致しないため原文値を保持。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_41.pdf
s1_outline_42,1次,株式会社山田ドビー,s1_outline_42_entity_1,株式会社山田ドビー,applicant,true,false,true,true,true,cases.company,,株式会社山田ドビー,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_42.pdf
s1_outline_42,1次,株式会社山田ドビー,s1_outline_42_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2029年までの会社全体の売上高成長率82.3%、売上高増加額77.9億円。基準売上・目標売上の絶対値はページに記載なし。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_42.pdf
s1_outline_43,1次,丸井産業株式会社,s1_outline_43_entity_1,丸井産業株式会社,applicant,true,false,true,true,true,cases.company,,丸井産業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_43.pdf
s1_outline_43,1次,丸井産業株式会社,s1_outline_43_entity_2,株式会社イムロ,participant,false,false,false,false,false,cases.other_participants,,株式会社イムロ,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_43.pdf
s1_outline_43,1次,丸井産業株式会社,s1_outline_43_entity_3,会社全体売上高,applicant,true,false,true,false,false,sales_series,1,"2030年度までに売上高1,000億円を達成。棒グラフは2022年599、2023年643、2024年688、2025年736、2026年788、2027年843、2028年902、2029年965、2030年1,032（億円）。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_43.pdf
s1_outline_45,1次,山本ビニター株式会社,s1_outline_45_entity_1,山本ビニター株式会社,applicant,true,false,true,true,true,cases.company,,山本ビニター株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_45.pdf
s1_outline_45,1次,山本ビニター株式会社,s1_outline_45_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2030年までに会社全体の売上高成長率160%、売上高増加額25億円。本文には2034年に売上高100億円との中期目標も記載。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_45.pdf
s1_outline_46,1次,株式会社アイスコ,s1_outline_46_entity_1,株式会社アイスコ,applicant,true,false,true,true,true,cases.company,,株式会社アイスコ,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_46.pdf
s1_outline_46,1次,株式会社アイスコ,s1_outline_46_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,"2030年3月期までの会社全体のKGI：売上1,000億円、営業利益25億円、売上高成長率122%、増加額551億円（直近期末比）。基準売上449億円は直接記載されず逆算値のため確定値にしない。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_46.pdf
s1_outline_47,1次,ポーライト株式会社,s1_outline_47_entity_1,ポーライト株式会社,applicant,true,false,true,true,true,cases.company,,ポーライト株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_47.pdf
s1_outline_47,1次,ポーライト株式会社,s1_outline_47_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,28年までの会社全体の売上高成長率66%（22年比）、売上高増加額82億円（22年比）。絶対売上高は記載なし。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_47.pdf
s1_outline_48,1次,SINGS株式会社,s1_outline_48_entity_1,SINGS株式会社,applicant,true,false,true,true,true,cases.company,,SINGS株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_48.pdf
s1_outline_48,1次,SINGS株式会社,s1_outline_48_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2034年までに会社全体の売上高成長率248%、売上高増加額49億円（2024年1月期売上高33億円）。33+49=82億円かつ82/33≈248%だが、目標売上高82億円自体は直接記載されない。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_48.pdf
s1_outline_49,1次,株式会社ＡＫシステム,s1_outline_49_entity_1,株式会社ＡＫシステム,applicant,true,false,true,true,true,cases.company,,株式会社ＡＫシステム,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_49.pdf
s1_outline_49,1次,株式会社ＡＫシステム,s1_outline_49_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,現在2023年3月期実績21.9億円、目指す姿2029年3月期計画40.0億円、売上高成長率182.6%、増加額18.1億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_49.pdf
s1_outline_5,1次,大森機械工業株式会社,s1_outline_5_entity_1,大森機械工業株式会社,applicant,true,false,true,true,true,cases.company,,大森機械工業株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_5.pdf
s1_outline_5,1次,大森機械工業株式会社,s1_outline_5_entity_2,株式会社大森ホールディングス,participant,false,false,false,false,false,cases.other_participants,,株式会社大森ホールディングス,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_5.pdf
s1_outline_5,1次,大森機械工業株式会社,s1_outline_5_entity_3,連結,group,false,false,true,false,false,sales_series,1,"連結 2023年5月期394億円、2029年5月期620億円、2034年5月期750億円、2048年5月期1,000億円。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_5.pdf
s1_outline_5,1次,大森機械工業株式会社,s1_outline_5_entity_4,単体,applicant,true,false,true,false,false,sales_series,1,単体 2023年5月期222億円、2029年5月期352億円、2034年5月期386億円、2048年5月期500億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_5.pdf
s1_outline_50,1次,株式会社松尾製作所,s1_outline_50_entity_1,株式会社松尾製作所,applicant,true,false,true,true,true,cases.company,,株式会社松尾製作所,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_50.pdf
s1_outline_50,1次,株式会社松尾製作所,s1_outline_50_entity_2,連結（本社、海外）,group,false,false,true,false,false,sales_series,1,【連結（本社、海外）】'30年までの会社全体の売上高年平均成長率8.5%、売上高増加額370億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_50.pdf
s1_outline_50,1次,株式会社松尾製作所,s1_outline_50_entity_3,単独（松尾本社）,applicant,true,false,true,false,false,sales_series,1,【単独】'30年までの松尾本社の売上高年平均成長率6.3%、売上高増加額188億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_50.pdf
s1_outline_51,1次,株式会社西部技研,s1_outline_51_entity_1,株式会社西部技研,applicant,true,false,true,true,true,cases.company,,株式会社西部技研,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_51.pdf
s1_outline_51,1次,株式会社西部技研,s1_outline_51_entity_2,単体,applicant,true,false,true,false,false,sales_series,1,2023年実績対比、2030年までの全体の売上高成長率（単体）8.0%、売上高増加額（単体）99億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_51.pdf
s1_outline_51,1次,株式会社西部技研,s1_outline_51_entity_3,連結,group,false,false,true,false,false,sales_series,1,2023年実績対比、2030年までの全体の売上高成長率（連結）9.7%、売上高増加額（連結）263億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_51.pdf
s1_outline_52,1次,株式会社平島,s1_outline_52_entity_1,株式会社平島,applicant,true,false,true,true,true,cases.company,,株式会社平島,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_52.pdf
s1_outline_52,1次,株式会社平島,s1_outline_52_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,2030年までの会社全体の売上高成長率139%、売上高増加額45億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_52.pdf
s1_outline_52,1次,株式会社平島,s1_outline_52_entity_3,製品製造・販売事業,applicant,true,false,true,false,false,sales_series,1,2030年売上目標（売上比率）：製品製造・販売事業109.0億円（+49.3%）。括弧率の意味は明確でない。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_52.pdf
s1_outline_52,1次,株式会社平島,s1_outline_52_entity_4,施工・研究開発事業,applicant,true,false,true,false,false,sales_series,1,2030年売上目標（売上比率）：施工・研究開発事業8.1億円（+6.1%）。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_52.pdf
s1_outline_52,1次,株式会社平島,s1_outline_52_entity_5,原料製造・販売事業,applicant,true,false,true,false,false,sales_series,1,2030年売上目標（売上比率）：原料製造・販売事業23.0億円（+46.6%）。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_52.pdf
s1_outline_53,1次,マルコーフーズ株式会社,s1_outline_53_entity_1,マルコーフーズ株式会社,applicant,true,false,true,true,true,cases.company,,マルコーフーズ株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_53.pdf
s1_outline_53,1次,マルコーフーズ株式会社,s1_outline_53_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,売上成長目標（2023年10月比）：2030年までの会社全体の売上高成長率43%、売上高増加額30億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_53.pdf
s1_outline_55,1次,株式会社コーヨークリエイト,s1_outline_55_entity_1,株式会社コーヨークリエイト,applicant,true,false,true,true,true,cases.company,,株式会社コーヨークリエイト,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_55.pdf
s1_outline_55,1次,株式会社コーヨークリエイト,s1_outline_55_entity_2,会社全体（長期目標）,applicant,true,false,true,false,false,sales_series,1,売上成長目標（直近決算 約30億円）：2034年6月期（2023年度）までに売上高100億円、増加額70億円。括弧年度は原本上の表記をそのまま保持し、整合しないため要確認。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_55.pdf
s1_outline_55,1次,株式会社コーヨークリエイト,s1_outline_55_entity_3,会社全体（中間目標）,applicant,true,false,true,false,false,sales_series,1,2029年6月期（2028年度）までに売上高70億円、成長率233%。基準は直近決算約30億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_55.pdf
s1_outline_56,1次,高知通運株式会社,s1_outline_56_entity_1,高知通運株式会社,applicant,true,false,true,true,true,cases.company,,高知通運株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_56.pdf
s1_outline_56,1次,高知通運株式会社,s1_outline_56_entity_2,高知運輸株式会社,participant,false,false,false,false,false,cases.other_participants,,"高知運輸株式会社
株式会社八潮商事
LIVORTグループ株式会社",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_56.pdf
s1_outline_56,1次,高知通運株式会社,s1_outline_56_entity_3,株式会社八潮商事,participant,false,false,false,false,false,cases.other_participants,,"高知運輸株式会社
株式会社八潮商事
LIVORTグループ株式会社",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_56.pdf
s1_outline_56,1次,高知通運株式会社,s1_outline_56_entity_4,LIVORTグループ株式会社,participant,false,false,false,false,false,cases.other_participants,,"高知運輸株式会社
株式会社八潮商事
LIVORTグループ株式会社",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_56.pdf
s1_outline_56,1次,高知通運株式会社,s1_outline_56_entity_5,会社全体,applicant,true,false,true,false,false,sales_series,1,2030年までに会社全体の売上高成長率21%、売上高増加額31億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_56.pdf
s1_outline_56,1次,高知通運株式会社,s1_outline_56_entity_6,運送事業,project,false,false,true,false,false,sales_series,1,2035年までに運送事業の売上高100億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_56.pdf
s1_outline_58,1次,三晶エムイーシー株式会社,s1_outline_58_entity_1,三晶エムイーシー株式会社,applicant,true,false,true,true,true,cases.company,,三晶エムイーシー株式会社,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_58.pdf
s1_outline_58,1次,三晶エムイーシー株式会社,s1_outline_58_entity_2,会社全体,applicant,true,false,true,false,false,sales_series,1,"【2028年11月期（基準年度2025年11月期+3年度）における売上目標】会社全体での売上目標4,762,844,105円（基準年より26.7%UP）。基準売上高の絶対値は記載なし。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_58.pdf
