case_id,round,company,metric,metric_key,status,validation,base_period_label,base_year,base_value,base_year_before_correction,base_year_after_correction,base_year_correction_method,base_year_correction_confidence,target_period_label,target_year,target_value,target_year_before_correction,target_year_after_correction,target_year_correction_method,target_year_correction_confidence,unit,base_value_raw,target_value_raw,unit_raw,base_value_man_yen_per_person,target_value_man_yen_per_person,normalized_unit,unit_conversion_factor,unit_evidence_source,unit_evidence_text,unit_validation,source_box_type,source_box_no,source_box_label,source_box_match_method,source_entity_label,entity_match_status,listed_rate_pct,calculated_rate_pct,rate_diff_pt,source_method,page,year_status,issues,raw_support,raw,rate_only,rate_value_raw,rate_numeric_pct,rate_definition,rate_interpretation_status,rate_implied_target_value,rate_reconciliation_status,rate_interpretation_note,rate_ambiguous
s1_outline_156,1次,株式会社ダイセイ,労働生産性,labor,full_values,AI画像目視確認済み（値・率あり）,2026/7月期,2026,280,2026,2026,existing_normalized_year,high,2029/7月期,2029,424,2029,2029,existing_normalized_year,high,万円/人,280,424,万円/人,280,424,万円/人,1.0,unit_not_found_in_box,事務所・作業場が点在高知市中心部の住宅地に立地,manual_audit_unit,other,1,その他Box,case_page_box,株式会社ダイセイ,applicant_company_representative,14.8,14.8337,0.0337,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,280→424、14.8%,false,14.8%,14.8,annual_average_increase_rate,resolved_by_arithmetic,423.627062,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline_156,1次,株式会社ダイセイ,従業員1人当たり給与支給総額,employee_pay,full_values,AI画像目視確認済み（値・率あり）,2026/7月期,2026,232,2026,2026,existing_normalized_year,high,2029/7月期,2029,293,2029,2029,existing_normalized_year,high,万円/人,232,293,万円/人,232,293,万円/人,1.0,unit_not_found_in_box,事務所・作業場が点在高知市中心部の住宅地に立地,manual_audit_unit,other,1,その他Box,case_page_box,株式会社ダイセイ,applicant_company_representative,8.2,8.0919,0.1081,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,232→293、8.2%,false,8.2%,8.2,annual_average_increase_rate,resolved_by_arithmetic,293.879821,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline_156,1次,株式会社ダイセイ,役員1人当たり給与支給総額,officer_pay,full_values,AI画像目視確認済み（値・率あり）,2026/7月期,2026,1342,2026,2026,existing_normalized_year,high,2029/7月期,2029,1676,2029,2029,existing_normalized_year,high,万円/人,1342,1676,万円/人,1342,1676,万円/人,1.0,unit_not_found_in_box,事務所・作業場が点在高知市中心部の住宅地に立地,manual_audit_unit,other,1,その他Box,case_page_box,株式会社ダイセイ,applicant_company_representative,7.7,7.6896,0.0104,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"1,342→1,676、7.70%",false,7.7%,7.7,annual_average_increase_rate,resolved_by_arithmetic,1676.484821,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline_156,1次,株式会社ダイセイ,補助事業に係る従業員数,employees,values_without_rate,AI画像目視確認済み（値のみ）,2026/7月期,2026,306,2026,2026,existing_normalized_year,high,2029/7月期,2029,315,2029,2029,existing_normalized_year,high,人,306,315,人,,,人,1,unit_not_found_in_box,事務所・作業場が点在高知市中心部の住宅地に立地,manual_audit_unit,other,1,その他Box,case_page_box,株式会社ダイセイ,applicant_company_representative,,0.9709,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,306→315,false,,,not_stated,not_applicable,,not_testable,率の記載なし,false
s1_outline_157,1次,ハマダコンフェクト株式会社,労働生産性,labor,full_values,AI画像目視確認済み（値・率あり）,2026年度,2026,1145,2026,2026,existing_normalized_year,high,2029年度,2029,1531,2029,2029,existing_normalized_year,high,万円/人,1145,1531,万円/人,1145,1531,万円/人,1.0,box_metric_row,"労働生産性1,531万円/人
1,145万円/人
（単位：万円/人）（年平均上昇率＋10.2％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,ハマダコンフェクト株式会社,applicant_company_representative,10.2,10.1683,0.0317,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"1,145→1,531、10.2%",false,10.2%,10.2,annual_average_increase_rate,resolved_by_arithmetic,1532.322823,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline_157,1次,ハマダコンフェクト株式会社,従業員1人当たり給与支給総額,employee_pay,full_values,AI画像目視確認済み（値・率あり）,2026年度,2026,470,2026,2026,existing_normalized_year,high,2029年度,2029,560,2029,2029,existing_normalized_year,high,万円/人,470,560,万円/人,470,560,万円/人,1.0,box_metric_row,"従業員1人あたり給与支給総額560万円/人
470万円/人
（単位：万円/人）（年平均上昇率＋6.0％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,ハマダコンフェクト株式会社,applicant_company_representative,6,6.014,0.014,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,470→560、6.0%,false,6%,6.0,annual_average_increase_rate,resolved_by_arithmetic,559.77752,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline_157,1次,ハマダコンフェクト株式会社,役員1人当たり給与支給総額,officer_pay,rate_only,AI画像目視確認済み（率のみ）,2026年度,2026,,2026,2026,existing_normalized_year,high,2029年度,2029,,2029,2029,existing_normalized_year,high,万円/人,,,万円/人,,,万円/人,1.0,box_metric_row,"役員1人あたり給与支給総額-
-
（単位：万円/人）（年平均上昇率＋6.0％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,ハマダコンフェクト株式会社,applicant_company_representative,6,,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,値は―、年平均上昇率6.0%のみ,true,6%,6.0,annual_average_increase_rate,resolved_by_explicit_wording,,not_testable,原文に年平均または上昇率の明示あり,false
s1_outline_157,1次,ハマダコンフェクト株式会社,補助事業に係る従業員数,employees,values_without_rate,AI画像目視確認済み（値のみ）,2026年度,2026,363,2026,2026,existing_normalized_year,high,2029年度,2029,370,2029,2029,existing_normalized_year,high,人,363,370,人,,,人,1,box_metric_row,"補助事業に係る従業員数
363人370人
（単位：人）",box_confirmed,project_targets,1,目標値,case_page_metric_label,ハマダコンフェクト株式会社,applicant_company_representative,,0.6387,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,363→370,false,,,not_stated,not_applicable,,not_testable,率の記載なし,false
s1_outline_158,1次,平和食品工業株式会社,労働生産性,labor,full_values,AI画像目視確認済み（値・率あり）,2027年度,2027,1892,2027,2027,existing_normalized_year,high,2030年度,2030,2699,2030,2030,existing_normalized_year,high,万円/人,1892,2699,万円/人,1892,2699,万円/人,1.0,box_metric_row,"労働生産性2,699
1,892
（単位：万円/人）（年平均上昇率＋12.6％）
従業員
（
1
単
人
位
あ
：
た
万
り給
円
与
/人
支
）
給総額483
（年平均上
5
昇
6
率
7
＋5.5％）
",box_confirmed,project_targets,2,目標値,case_page_metric_label,平和食品工業株式会社,applicant_company_representative,12.6,12.5712,0.0288,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"1,892→2,699、12.6%",false,12.6%,12.6,annual_average_increase_rate,resolved_by_arithmetic,2701.072887,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline_158,1次,平和食品工業株式会社,従業員1人当たり給与支給総額,employee_pay,full_values,AI画像目視確認済み（値・率あり）,2027年度,2027,483,2027,2027,existing_normalized_year,high,2030年度,2030,567,2030,2030,existing_normalized_year,high,万円/人,483,567,万円/人,483,567,万円/人,1.0,box_uniform_unit,"2027年度2030年度
項目
（基準年度）（基準年度＋３年後）
労働生産性2,699
1,892
（単位：万円/人）（年平均上昇率＋12.6％）
従業員
（
1
単
人
位
あ
：
た
万
り給
円
与
/人
支
）
給総額483
（年平均上
5
昇
6
率
7
＋5.5％）
役員1人あたり給与支給総額2,170
（単位：万円/人）
1,902
（年平均上昇率＋4.5％）
補助事業に係る従業員数
5580
（単位：人）",box_confirmed,project_targets,2,目標値,case_page_box,平和食品工業株式会社,applicant_company_representative,5.5,5.4902,0.0098,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,483→567、5.5%,false,5.5%,5.5,annual_average_increase_rate,resolved_by_arithmetic,567.158584,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline_158,1次,平和食品工業株式会社,役員1人当たり給与支給総額,officer_pay,full_values,AI画像目視確認済み（値・率あり）,2027年度,2027,1902,2027,2027,existing_normalized_year,high,2030年度,2030,2170,2030,2030,existing_normalized_year,high,万円/人,1902,2170,万円/人,1902,2170,万円/人,1.0,box_metric_row,"役員1人あたり給与支給総額2,170
（単位：万円/人）
1,902
（年平均上昇率＋4.5％）
",box_confirmed,project_targets,2,目標値,case_page_metric_label,平和食品工業株式会社,applicant_company_representative,4.5,4.492,0.008,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"1,902→2,170、4.5%",false,4.5%,4.5,annual_average_increase_rate,resolved_by_arithmetic,2170.49797,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline_158,1次,平和食品工業株式会社,補助事業に係る従業員数,employees,values_without_rate,AI画像目視確認済み（値のみ）,2027年度,2027,55,2027,2027,existing_normalized_year,high,2030年度,2030,80,2030,2030,existing_normalized_year,high,人,55,80,人,,,人,1,box_metric_row,"補助事業に係る従業員数
5580
（単位：人）",box_confirmed,project_targets,2,目標値,case_page_metric_label,平和食品工業株式会社,applicant_company_representative,,13.3033,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,55→80,false,,,not_stated,not_applicable,,not_testable,率の記載なし,false
s1_outline_159,1次,浦島観光ホテル株式会社,労働生産性,labor,full_values,AI画像目視確認済み（値・率あり）,2026年度,2026,730,2026,2026,existing_normalized_year,high,2029年度,2029,999,2029,2029,existing_normalized_year,high,万円/人,730,999,万円/人,730,999,万円/人,1.0,box_metric_row,"労働生産性999万円/人
730万円/人
（単位：万円/人）（年平均上昇率＋11％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,浦島観光ホテル株式会社,applicant_company_representative,11,11.0233,0.0233,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,浦島730→999、11%（丸峰526→755、13%、みちの373→589、17%）,false,11%,11.0,annual_average_increase_rate,resolved_by_arithmetic,998.37063,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline_159,1次,浦島観光ホテル株式会社,従業員1人当たり給与支給総額,employee_pay,full_values,AI画像目視確認済み（値・率あり）,2026年度,2026,326,2026,2026,existing_normalized_year,high,2029年度,2029,385,2029,2029,existing_normalized_year,high,万円/人,326,385,万円/人,326,385,万円/人,1.0,box_metric_row,"従業員1人あたり給与支給総額385万円/人
326万円/人
（単位：万円/人）（年平均上昇率＋5.6％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,浦島観光ホテル株式会社,applicant_company_representative,5.6,5.7015,0.1015,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,浦島326→385、5.6%（他社別値あり）,false,5.6%,5.6,annual_average_increase_rate,resolved_by_arithmetic,383.892259,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline_159,1次,浦島観光ホテル株式会社,役員1人当たり給与支給総額,officer_pay,full_values,AI画像目視確認済み（値・率あり）,2026年度,2026,1033,2026,2026,existing_normalized_year,high,2029年度,2029,1162,2029,2029,existing_normalized_year,high,万円/人,1033,1162,万円/人,1033,1162,万円/人,1.0,box_metric_row,"役員1人あたり給与支給総額1,162万円/人
1,033万円/人
（単位：万円/人）（年平均上昇率＋4％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,浦島観光ホテル株式会社,applicant_company_representative,4,4.0005,0.0005,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"浦島1,033→1,162、4%（丸峰612→771、8%、みちの840→1,000、6%）",false,4%,4.0,annual_average_increase_rate,resolved_by_arithmetic,1161.984512,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline_159,1次,浦島観光ホテル株式会社,補助事業に係る従業員数,employees,values_without_rate,AI画像目視確認済み（値のみ）,2026年度,2026,236,2026,2026,existing_normalized_year,high,2029年度,2029,236,2029,2029,existing_normalized_year,high,人,236,236,人,,,人,1,box_metric_row,"補助事業に係る従業員数
236人236人
（単位：人）",box_confirmed,project_targets,1,目標値,case_page_metric_label,浦島観光ホテル株式会社,applicant_company_representative,,0,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,浦島236→236（丸峰60→62、みちの110→114）,false,,,not_stated,not_applicable,,not_testable,率の記載なし,false
s1_outline_16,1次,株式会社旭ウエルテック,労働生産性,labor,full_values,AI画像目視確認済み（値・率あり）,2026年度,2026,892.2,2026,2026,existing_normalized_year,high,2029年度,2029,1187.6,2029,2029,existing_normalized_year,high,万円/人,892.2,1187.6,万円/人,892.2,1187.6,万円/人,1.0,unit_not_found_in_box,"試作特化型企業集団PSG
金属構造部品担当
㈱旭ウエルテック
(例：機械フレーム、ブラケット)
設備投資内容
技術連携技術連携
五面加工機＆CAD(2.6億円)
金属構造部品製造工場(14億円)
材料自動搬送機AGV(0.5億円)
3社がそれぞれ①異なる製造分野②一貫生産体制③短納期対応が得意
であることを活かし、短納期で試作機製造及び図面の改良提案を実施
機械制御担当機能部品担当
㈱朝日電機製作所㈱石川プレート
(例：制御盤、電動部品)(例：樹脂部品、精密シム)
設備投資内",manual_audit_unit,investment_content,1,設備投資の内容,case_page_box,株式会社旭ウエルテック,applicant_company_representative,9.89,10.0025,0.1125,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"株式会社旭ウエルテック列 892.2→1,187.6万円/人（年平均+9.89%、期間内+33.1%）。コンソーシアム全体724.9→1,033.1。",false,9.89%,9.89,annual_average_increase_rate,resolved_by_explicit_wording,1183.959207,consistent,原文に年平均または上昇率の明示あり,false
s1_outline_16,1次,株式会社旭ウエルテック,従業員1人当たり給与支給総額,employee_pay,full_values,AI画像目視確認済み（値・率あり）,2026年度,2026,500,2026,2026,existing_normalized_year,high,2029年度,2029,639.5,2029,2029,existing_normalized_year,high,万円/人,500,639.5,万円/人,500,639.5,万円/人,1.0,unit_not_found_in_box,"試作特化型企業集団PSG
金属構造部品担当
㈱旭ウエルテック
(例：機械フレーム、ブラケット)
設備投資内容
技術連携技術連携
五面加工機＆CAD(2.6億円)
金属構造部品製造工場(14億円)
材料自動搬送機AGV(0.5億円)
3社がそれぞれ①異なる製造分野②一貫生産体制③短納期対応が得意
であることを活かし、短納期で試作機製造及び図面の改良提案を実施
機械制御担当機能部品担当
㈱朝日電機製作所㈱石川プレート
(例：制御盤、電動部品)(例：樹脂部品、精密シム)
設備投資内",manual_audit_unit,investment_content,1,設備投資の内容,case_page_box,株式会社旭ウエルテック,applicant_company_representative,8.55,8.5484,0.0016,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,株式会社旭ウエルテック列 500.0→639.5万円/人（年平均+8.55%、期間内+27.9%）。コンソーシアム全体428.8→544.3。,false,8.55%,8.55,annual_average_increase_rate,resolved_by_explicit_wording,639.527888,consistent,原文に年平均または上昇率の明示あり,false
s1_outline_16,1次,株式会社旭ウエルテック,役員1人当たり給与支給総額,officer_pay,rate_only,AI画像目視確認済み（率のみ）,2026年度,2026,,2026,2026,existing_normalized_year,high,2029年度,2029,,2029,2029,existing_normalized_year,high,万円/人,,,万円/人,,,万円/人,1.0,unit_not_found_in_box,"試作特化型企業集団PSG
金属構造部品担当
㈱旭ウエルテック
(例：機械フレーム、ブラケット)
設備投資内容
技術連携技術連携
五面加工機＆CAD(2.6億円)
金属構造部品製造工場(14億円)
材料自動搬送機AGV(0.5億円)
3社がそれぞれ①異なる製造分野②一貫生産体制③短納期対応が得意
であることを活かし、短納期で試作機製造及び図面の改良提案を実施
機械制御担当機能部品担当
㈱朝日電機製作所㈱石川プレート
(例：制御盤、電動部品)(例：樹脂部品、精密シム)
設備投資内",manual_audit_unit,investment_content,1,設備投資の内容,case_page_box,株式会社旭ウエルテック,applicant_company_representative,6.27,,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,株式会社旭ウエルテック列 －→－（年平均上昇率+6.27%）。朝日電機+7.00%、石川プレート+7.03%。,true,6.27%,6.27,annual_average_increase_rate,resolved_by_explicit_wording,,not_testable,原文に年平均または上昇率の明示あり,false
s1_outline_16,1次,株式会社旭ウエルテック,補助事業に係る従業員数,employees,values_without_rate,AI画像目視確認済み（値のみ）,2026年度,2026,25,2026,2026,existing_normalized_year,high,2029年度,2029,43,2029,2029,existing_normalized_year,high,人,25,43,人,,,人,1,unit_not_found_in_box,"試作特化型企業集団PSG
金属構造部品担当
㈱旭ウエルテック
(例：機械フレーム、ブラケット)
設備投資内容
技術連携技術連携
五面加工機＆CAD(2.6億円)
金属構造部品製造工場(14億円)
材料自動搬送機AGV(0.5億円)
3社がそれぞれ①異なる製造分野②一貫生産体制③短納期対応が得意
であることを活かし、短納期で試作機製造及び図面の改良提案を実施
機械制御担当機能部品担当
㈱朝日電機製作所㈱石川プレート
(例：制御盤、電動部品)(例：樹脂部品、精密シム)
設備投資内",manual_audit_unit,investment_content,1,設備投資の内容,case_page_box,株式会社旭ウエルテック,applicant_company_representative,,19.8145,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,株式会社旭ウエルテック列25→43人。コンソーシアム全体118→145人。,false,,,not_stated,not_applicable,,not_testable,率の記載なし,false
s1_outline_162,1次,信光陸運株式会社,労働生産性,labor,full_values,AI画像目視確認済み（値・率あり）,20xx年度（基準年度）,,897,,,unresolved_placeholder,low,20xx年度（基準年度＋3年後）,,1332,,,unresolved_placeholder,low,万円/人,897,1332,万円/人,897,1332,万円/人,1.0,box_metric_row,"労働生産性1,332万円/人
897万円/人
（単位：万円/人）（年平均上昇率＋14.1％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,信光陸運株式会社,applicant_company_representative,14.1,,,ai_visual_manual_audit,2,unresolved_placeholder → unresolved_placeholder,[],true,"897→1,332、年平均上昇率14.1%",false,14.1%,14.1,annual_average_increase_rate,resolved_by_explicit_wording,,not_testable,原文に年平均または上昇率の明示あり,false
s1_outline_162,1次,信光陸運株式会社,従業員1人当たり給与支給総額,employee_pay,full_values,AI画像目視確認済み（値・率あり）,20xx年度（基準年度）,,530,,,unresolved_placeholder,low,20xx年度（基準年度＋3年後）,,685,,,unresolved_placeholder,low,万円/人,530,685,万円/人,530,685,万円/人,1.0,box_metric_row,"従業員1人あたり給与支給総額685万円/人
530万円/人
（単位：万円/人）（年平均上昇率＋8.9％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,信光陸運株式会社,applicant_company_representative,8.9,,,ai_visual_manual_audit,2,unresolved_placeholder → unresolved_placeholder,[],true,530→685、年平均上昇率8.9%,false,8.9%,8.9,annual_average_increase_rate,resolved_by_explicit_wording,,not_testable,原文に年平均または上昇率の明示あり,false
s1_outline_162,1次,信光陸運株式会社,役員1人当たり給与支給総額,officer_pay,full_values,AI画像目視確認済み（値・率あり）,20xx年度（基準年度）,,1753,,,unresolved_placeholder,low,20xx年度（基準年度＋3年後）,,2033,,,unresolved_placeholder,low,万円/人,1753,2033,万円/人,1753,2033,万円/人,1.0,box_metric_row,"役員1人あたり給与支給総額2,033万円/人
1,753万円/人
（単位：万円/人）（年平均上昇率＋5.1％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,信光陸運株式会社,applicant_company_representative,5.1,,,ai_visual_manual_audit,2,unresolved_placeholder → unresolved_placeholder,[],true,"1,753→2,033、年平均上昇率5.1%",false,5.1%,5.1,annual_average_increase_rate,resolved_by_explicit_wording,,not_testable,原文に年平均または上昇率の明示あり,false
s1_outline_162,1次,信光陸運株式会社,補助事業に係る従業員数,employees,values_without_rate,AI画像目視確認済み（値のみ）,20xx年度（基準年度）,,136,,,unresolved_placeholder,low,20xx年度（基準年度＋3年後）,,141,,,unresolved_placeholder,low,人,136,141,人,,,人,1,box_metric_row,"補助事業に係る従業員数
136人141人
（単位：人）",box_confirmed,project_targets,1,目標値,case_page_metric_label,信光陸運株式会社,applicant_company_representative,,,,ai_visual_manual_audit,2,unresolved_placeholder → unresolved_placeholder,[],true,136→141,false,,,not_stated,not_applicable,,not_testable,率の記載なし,false
s1_outline_164,1次,株式会社福砂屋グループ,労働生産性,labor,full_values,AI画像目視確認済み（値・率あり）,2026年度,2026,1400,2026,2026,existing_normalized_year,high,2029年度,2029,1643,2029,2029,existing_normalized_year,high,万円/人,1400,1643,万円/人,1400,1643,万円/人,1.0,box_metric_row,"労働生産性1,643
1,400
（単位：万円/人）（年平均上昇率＋5.5％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,株式会社福砂屋グループ,applicant_company_representative,5.5,5.4799,0.0201,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"1,400→1,643、5.5%",false,5.5%,5.5,annual_average_increase_rate,resolved_by_arithmetic,1643.937925,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline_164,1次,株式会社福砂屋グループ,従業員1人当たり給与支給総額,employee_pay,full_values,AI画像目視確認済み（値・率あり）,2026年度,2026,501,2026,2026,existing_normalized_year,high,2029年度,2029,564,2029,2029,existing_normalized_year,high,万円/人,501,564,万円/人,501,564,万円/人,1.0,box_metric_row,"従業員1人あたり給与支給総額564
501
（単位：万円/人）（年平均上昇率＋4.1％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,株式会社福砂屋グループ,applicant_company_representative,4.1,4.0273,0.0727,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,501→564、4.1%,false,4.1%,4.1,annual_average_increase_rate,resolved_by_arithmetic,565.184072,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline_164,1次,株式会社福砂屋グループ,役員1人当たり給与支給総額,officer_pay,rate_only,AI画像目視確認済み（率のみ）,2026年度,2026,,2026,2026,existing_normalized_year,high,2029年度,2029,,2029,2029,existing_normalized_year,high,万円/人,,,万円/人,,,万円/人,1.0,box_metric_row,"役員1人あたり給与支給総額-
-
（単位：万円/人）（年平均上昇率＋5.0％）
",box_confirmed,project_targets,1,目標値,case_page_metric_label,株式会社福砂屋グループ,applicant_company_representative,5,,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,数値は―、年平均上昇率5.0%,true,5%,5.0,annual_average_increase_rate,resolved_by_explicit_wording,,not_testable,原文に年平均または上昇率の明示あり,false
s1_outline_164,1次,株式会社福砂屋グループ,補助事業に係る従業員数,employees,values_without_rate,AI画像目視確認済み（値のみ）,2026年度,2026,209,2026,2026,existing_normalized_year,high,2029年度,2029,222,2029,2029,existing_normalized_year,high,人,209,222,人,,,人,1,box_metric_row,"補助事業に係る従業員数
209222
（単位：人）",box_confirmed,project_targets,1,目標値,case_page_metric_label,株式会社福砂屋グループ,applicant_company_representative,,2.0318,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,209→222,false,,,not_stated,not_applicable,,not_testable,率の記載なし,false
s1_outline_166,1次,株式会社福地建設,労働生産性,labor,full_values,AI画像目視確認済み（値・率あり）,2026年度,2026,1492,2026,2026,existing_normalized_year,high,2029年度,2029,2579,2029,2029,existing_normalized_year,high,万円/人,1492,2579,万円/人,1492,2579,万円/人,1.0,no_box_match,,manual_audit_unit,,,,case_page_box,株式会社福地建設,applicant_company_representative,20,20.0128,0.0128,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"1,492→2,579、20.0%",false,20%,20.0,annual_average_increase_rate,resolved_by_arithmetic,2578.176,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline_166,1次,株式会社福地建設,従業員1人当たり給与支給総額,employee_pay,full_values,AI画像目視確認済み（値・率あり）,2026年度,2026,622,2026,2026,existing_normalized_year,high,2029年度,2029,723,2029,2029,existing_normalized_year,high,万円/人,622,723,万円/人,622,723,万円/人,1.0,no_box_match,,manual_audit_unit,,,,case_page_box,株式会社福地建設,applicant_company_representative,5.2,5.1436,0.0564,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,622→723、5.2%,false,5.2%,5.2,annual_average_increase_rate,resolved_by_arithmetic,724.165122,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline_166,1次,株式会社福地建設,役員1人当たり給与支給総額,officer_pay,full_values,AI画像目視確認済み（値・率あり）,2026年度,2026,1428,2026,2026,existing_normalized_year,high,2029年度,2029,1653,2029,2029,existing_normalized_year,high,万円/人,1428,1653,万円/人,1428,1653,万円/人,1.0,no_box_match,,manual_audit_unit,,,,case_page_box,株式会社福地建設,applicant_company_representative,5,4.9981,0.0019,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"1,428→1,653、5.0%",false,5%,5.0,annual_average_increase_rate,resolved_by_arithmetic,1653.0885,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline_166,1次,株式会社福地建設,補助事業に係る従業員数,employees,values_without_rate,AI画像目視確認済み（値のみ）,2026年度,2026,33,2026,2026,existing_normalized_year,high,2029年度,2029,59,2029,2029,existing_normalized_year,high,人,33,59,人,,,人,1,no_box_match,,manual_audit_unit,,,,case_page_box,株式会社福地建設,applicant_company_representative,,21.3704,,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,33→59,false,,,not_stated,not_applicable,,not_testable,率の記載なし,false
s1_outline_167,1次,銘建工業株式会社,労働生産性,labor,full_values,AI画像目視確認済み（値・率あり）,2026年度,2026,1554,2026,2026,existing_normalized_year,high,2029年度,2029,1911,2029,2029,existing_normalized_year,high,万円/人,1554,1911,万円/人,1554,1911,万円/人,1.0,box_metric_row,"労働生産性
1,5541,911（年平均上昇率＋7.1％）
（単位：万円/人）
",box_confirmed,project_targets,2,目標値,case_page_metric_label,銘建工業株式会社,applicant_company_representative,7.1,7.1363,0.0363,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"1,554→1,911、7.1%",false,7.1%,7.1,annual_average_increase_rate,resolved_by_arithmetic,1909.059336,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline_167,1次,銘建工業株式会社,従業員1人当たり給与支給総額,employee_pay,full_values,AI画像目視確認済み（値・率あり）,2026年度,2026,558,2026,2026,existing_normalized_year,high,2029年度,2029,646,2029,2029,existing_normalized_year,high,万円/人,558,646,万円/人,558,646,万円/人,1.0,box_metric_row,"従業員1人あたり給与支給総額
558646（年平均上昇率＋5.0％）
（単位：万円/人）
",box_confirmed,project_targets,2,目標値,case_page_metric_label,銘建工業株式会社,applicant_company_representative,5,5.0025,0.0025,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,558→646、5.0%,false,5%,5.0,annual_average_increase_rate,resolved_by_arithmetic,645.95475,consistent,基準値・目標値・期間から計算した年平均率と整合,false
s1_outline_167,1次,銘建工業株式会社,役員1人当たり給与支給総額,officer_pay,full_values,AI画像目視確認済み（値・率あり）,2026年度,2026,1061,2026,2026,existing_normalized_year,high,2029年度,2029,1229,2029,2029,existing_normalized_year,high,万円/人,1061,1229,万円/人,1061,1229,万円/人,1.0,box_metric_row,"役員1人あたり給与支給総額
1,0611,229（年平均上昇率＋5.0％）
（単位：万円/人）
",box_confirmed,project_targets,2,目標値,case_page_metric_label,銘建工業株式会社,applicant_company_representative,5,5.0216,0.0216,ai_visual_manual_audit,2,existing_normalized_year → existing_normalized_year,[],true,"1,061→1,229、5.0%",false,5%,5.0,annual_average_increase_rate,resolved_by_arithmetic,1228.240125,consistent,基準値・目標値・期間から計算した年平均率と整合,false
