case_id,round,company,series_id,series_label,scope,entity_relation,is_primary,is_reported_primary,is_applicant_representative,series_role,representative_reason,baseline_period_label,baseline_year,baseline_month,baseline_year_before_correction,baseline_year_after_correction,baseline_month_before_correction,baseline_month_after_correction,baseline_year_correction_method,baseline_year_correction_confidence,baseline_period_type,baseline_year_status,baseline_sales_oku,target_period_label,target_year,target_month,target_year_before_correction,target_year_after_correction,target_month_before_correction,target_month_after_correction,target_year_correction_method,target_year_correction_confidence,target_period_type,target_year_status,target_sales_oku,increase_oku,growth_rate_pct,cagr_pct,stated_rate_pct,growth_rate_definition,rate_type,extraction_method,confidence,review_required,arithmetic_status,page,raw_fragment,pdf_url
s1_outline_97,1次,フクシマガリレイ株式会社,s1_outline_97_sales_01,ガリレイグループ,グループ,group,true,true,false,PDF主系列,,,,,,,,,missing,low,missing,記載なし,,,,,,,,,missing,low,missing,記載なし,2000,,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,未判定,4,"ガリレイグループの持続的成長ビジョン：グループ売上2,000億円、営業利益率10%以上。目標年度は当該ページに明記なし。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_97.pdf
s1_outline_99,1次,株式会社オーレック,s1_outline_99_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2029年まで,2029,,2029,2029,,,existing_normalized_year,high,manual_label,existing_normalized_year,,100,50,,50,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2029年までの会社全体の売上高成長率50%、売上高増加額100億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_99.pdf
s1_outline_100,1次,マリンフード株式会社,s1_outline_100_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2023年,2023,,2023,2023,,,existing_normalized_year,high,manual_label,existing_normalized_year,362,2038年まで,2038,,2038,2038,,,existing_normalized_year,high,manual_label,existing_normalized_year,1000,638,276,,276,target_base_ratio,target_base_ratio,ai_visual_manual_audit,medium,true,整合,1,"2038年までの会社全体の売上高成長率276%、売上高増加額638億円。本文に2038年売上目標1,000億円。基準362億円は1000-638。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_100.pdf
s1_outline_101,1次,株式会社正興電機製作所,s1_outline_101_sales_01,長期・連結,グループ,group,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2023年度,2023,,2023,2023,,,existing_normalized_year,high,manual_label,existing_normalized_year,271,2041年度,2041,,2041,2041,,,existing_normalized_year,high,manual_label,existing_normalized_year,1000,729,369,,369,target_base_ratio,target_base_ratio,ai_visual_manual_audit,high,false,整合,1,"長期連結：2023年度271億円→2041年度1,000億円、増加729億円、369%",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_101.pdf
s1_outline_101,1次,株式会社正興電機製作所,s1_outline_101_sales_02,中期・連結,グループ,group,false,false,false,その他系列,,2023年度,2023,,2023,2023,,,existing_normalized_year,high,manual_label,existing_normalized_year,271,2026年度,2026,,2026,2026,,,existing_normalized_year,high,manual_label,existing_normalized_year,400,129,148,,148,target_base_ratio,target_base_ratio,ai_visual_manual_audit,high,false,整合,1,中期連結：271→400億円、+129億円、148%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_101.pdf
s1_outline_101,1次,株式会社正興電機製作所,s1_outline_101_sales_03,中期・単体,申請企業,applicant,false,false,false,その他系列,,2023年度,2023,,2023,2023,,,existing_normalized_year,high,manual_label,existing_normalized_year,191,2026年度,2026,,2026,2026,,,existing_normalized_year,high,manual_label,existing_normalized_year,290,99,152,,152,target_base_ratio,target_base_ratio,ai_visual_manual_audit,high,false,整合,1,中期単体：191→290億円、+99億円、152%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_101.pdf
s1_outline_102,1次,冬木工業株式会社,s1_outline_102_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2029年まで,2029,,2029,2029,,,existing_normalized_year,high,manual_label,existing_normalized_year,,65,136,,136,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2029年までに会社全体の売上高成長率136%、売上高増加額65億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_102.pdf
s1_outline_103,1次,オーケー化成株式会社,s1_outline_103_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年まで,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,44.7,198,,198,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,会社全体の成長率198.0%、増加額44.7億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_103.pdf
s1_outline_103,1次,オーケー化成株式会社,s1_outline_103_sales_02,補助事業,補助事業,project,false,false,false,その他系列,,,,,,,,,missing,low,missing,記載なし,,2030年まで,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,37.6,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,未判定,1,うち補助事業による売上高増加額37.6億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_103.pdf
s1_outline_104,1次,ヤマダイ株式会社,s1_outline_104_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年まで,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,47,42,,42,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,会社全体の売上高成長率42%、増加額47億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_104.pdf
s1_outline_105,1次,中外医薬生産株式会社,s1_outline_105_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,120,,170,,170,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年売上高120億円、成長率170%。付加価値額52億円は売上増加額ではない。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_105.pdf
s1_outline_106,1次,株式会社シーエル,s1_outline_106_sales_01,単体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2023年,2023,,2023,2023,,,existing_normalized_year,high,manual_label,existing_normalized_year,81,2029年,2029,,2029,2029,,,existing_normalized_year,high,manual_label,existing_normalized_year,157,76,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,整合,1,"単体81,92,102,112,125,140,157億円（2023～2029年）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_106.pdf
s1_outline_106,1次,株式会社シーエル,s1_outline_106_sales_02,グループ合計,グループ,group,false,false,false,その他系列,,2023年,2023,,2023,2023,,,existing_normalized_year,high,manual_label,existing_normalized_year,149,2029年,2029,,2029,2029,,,existing_normalized_year,high,manual_label,existing_normalized_year,268,119,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,整合,1,"グループ149,170,181,195,217,246,268億円（2023～2029年）",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_106.pdf
s1_outline_107,1次,株式会社ササキ,s1_outline_107_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2023年,2023,,2023,2023,,,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,110,70,273,,273,target_base_ratio,target_base_ratio,ai_visual_manual_audit,medium,true,未判定,1,見出し：2030年売上110億円（2023年比273%）。別Boxには成長率13%・増加額70億円と見え、表記矛盾あり。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_107.pdf
s1_outline_108,1次,株式会社ミラプロ,s1_outline_108_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2034年,2034,,2034,2034,,,existing_normalized_year,high,manual_label,existing_normalized_year,1000,,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,未判定,2,"2034年売上高1,000億円。グラフはP8参照とあるが公開PDFには含まれない。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_108.pdf
s1_outline_109,1次,マイクロカット株式会社,s1_outline_109_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,23/12期,2023,12,,2023,12,12,two_digit_year_assume_2000s,medium,manual_label,two_digit_year_assume_2000s,39,2030年時点,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,101,62,,,,not_stated,not_stated,ai_visual_manual_audit,medium,true,整合,1,2030年全体101億円。既存32億円（+9）と補助事業69億円（+53）の合計。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_109.pdf
s1_outline_109,1次,マイクロカット株式会社,s1_outline_109_sales_02,既存事業,既存事業,existing_business,false,false,false,その他系列,,23/12期,2023,12,,2023,12,12,two_digit_year_assume_2000s,medium,manual_label,two_digit_year_assume_2000s,23,2030年時点,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,32,9,36,,36,cumulative_increase,cumulative_increase,ai_visual_manual_audit,medium,true,整合,1,既存事業32億円、+9億円、+36%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_109.pdf
s1_outline_109,1次,マイクロカット株式会社,s1_outline_109_sales_03,補助事業,補助事業,project,false,false,false,その他系列,,23/12期,2023,12,,2023,12,12,two_digit_year_assume_2000s,medium,manual_label,two_digit_year_assume_2000s,16,2030年時点,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,69,53,349,,349,cumulative_increase,cumulative_increase,ai_visual_manual_audit,medium,true,整合,1,補助事業69億円、+53億円、+349%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_109.pdf
s1_outline_110,1次,株式会社菰下鎔断,s1_outline_110_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年3月度,2024,3,2024,2024,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,123,2028年3月度,2028,3,2028,2028,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,205,82,66,,66,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,整合,1,2028年3月度までに成長率66%（CAGR13.6%）、増加額約82億円、売上205億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_110.pdf
s1_outline_111,1次,株式会社向山工場,s1_outline_111_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年3月まで,2030,3,2030,2030,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,,146,48,,48,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年3月までの売上高成長率48%、増加額146億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_111.pdf
s1_outline_112,1次,株式会社八芳園,s1_outline_112_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,23/9期（実績）,2023,9,,2023,9,9,two_digit_year_assume_2000s,medium,manual_label,two_digit_year_assume_2000s,85.7,29/9期,2029,9,,2029,9,9,two_digit_year_assume_2000s,medium,manual_label,two_digit_year_assume_2000s,140,54.3,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,整合,1,23/9期85.7億円→26/9期114.0億円→29/9期140.0億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_112.pdf
s1_outline_113,1次,トーアス株式会社,s1_outline_113_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年3月期,2024,3,2024,2024,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,,2028年3月期,2028,3,2028,2028,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,,34.28,77.6,,77.6,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,"2028年3月期までの成長率77.6%、増加額3,428百万円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_113.pdf
s1_outline_113,1次,トーアス株式会社,s1_outline_113_sales_02,本事業,補助事業,project,false,false,false,その他系列,,2024年3月期,2024,3,2024,2024,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,,2028年3月期,2028,3,2028,2028,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,,79,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,未判定,1,"本事業の売上高増加額7,900百万円",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_113.pdf
s1_outline_114,1次,株式会社中西製作所,s1_outline_114_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年3月期,2024,3,2024,2024,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,450,84,23,,23,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,未判定,1,2030年までに450億円、2024年3月期比成長率23%、増加額84億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_114.pdf
s1_outline_115,1次,株式会社国際エキスプレス,s1_outline_115_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年,2024,,2024,2024,,,existing_normalized_year,high,manual_label,existing_normalized_year,104,2030年,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,248.6,144.6,239,,239,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,整合,1,2024年104億円→2030年248.6億円、成長率239.0%、増加144.6億円。率は目標/基準比。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_115.pdf
s1_outline_116,1次,株式会社かねふくめんたいパーク,s1_outline_116_sales_01,会社全体,申請企業,applicant,false,false,true,申請企業代表,AI画像目視で申請企業系列と確認,2023年7月度,2023,7,2023,2023,7,7,existing_normalized_year,high,manual_label,existing_normalized_year,,2028年7月度,2028,7,2028,2028,7,7,existing_normalized_year,high,manual_label,existing_normalized_year,,33.4,182,,182,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,会社全体の売上高成長率182%、売上高増加額+33.4億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_116.pdf
s1_outline_116,1次,株式会社かねふくめんたいパーク,s1_outline_116_sales_02,グループ全体,グループ,group,true,true,false,PDF主系列,,2023年7月度,2023,7,2023,2023,7,7,existing_normalized_year,high,manual_label,existing_normalized_year,,2028年7月度,2028,7,2028,2028,7,7,existing_normalized_year,high,manual_label,existing_normalized_year,,67,128,,128,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2028年7月度までに（対2023年7月度比）グループ全体の売上高成長率128%、増加額+67億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_116.pdf
s1_outline_117,1次,信越理研株式会社,s1_outline_117_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,49,2029年度,2029,,2029,2029,,,existing_normalized_year,high,manual_label,existing_normalized_year,120,71,246,,246,target_base_ratio,target_base_ratio,ai_visual_manual_audit,high,false,整合,1,2029年度120億円（補助事業100億円+既存20億円）、会社全体成長率246%、増加額71億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_117.pdf
s1_outline_118,1次,クリエイトワン株式会社,s1_outline_118_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2025年9月期,2025,9,2025,2025,9,9,existing_normalized_year,high,manual_label,existing_normalized_year,,2029年9月期,2029,9,2029,2029,9,9,existing_normalized_year,high,manual_label,existing_normalized_year,,21,220,,220,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2025年から2029年9月期まで、売上高成長率220%、増加額21億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_118.pdf
s1_outline_119,1次,株式会社フルヤ金属,s1_outline_119_sales_01,会社全体（連結）,グループ,group,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2030年まで,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,690,243,,243,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2030年までの会社全体成長率243%、増加額690億円（連結）,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_119.pdf
s1_outline_120,1次,旭陽電気株式会社,s1_outline_120_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,現状,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,60,2029年3月期,2029,3,2029,2029,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,140,80,,18,18,cagr,cagr,ai_visual_manual_audit,high,false,整合,1,2029年3月期売上140億円、増加額80億円、年平均成長率18%。現状の倍以上。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_120.pdf
s1_outline_121,1次,土佐鶴酒造株式会社,s1_outline_121_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年9月期,2024,9,2024,2024,9,9,existing_normalized_year,high,manual_label,existing_normalized_year,,2029年まで,2029,,2029,2029,,,existing_normalized_year,high,manual_label,existing_normalized_year,,10,189,,189,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,未判定,1,2029年までに会社全体の売上高成長率189%（2024年9月期比）、売上高増加額10億円（2024年9月期比）,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_121.pdf
s1_outline_122,1次,岸和田製鋼株式会社,s1_outline_122_sales_01,会社全体売上高,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,21/3期,2021,3,,2021,3,3,two_digit_year_assume_2000s,medium,manual_label,two_digit_year_assume_2000s,266,30/3期,2030,3,,2030,3,3,two_digit_year_assume_2000s,medium,manual_label,two_digit_year_assume_2000s,581,315,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,整合,1,売上高 21/3期266億円→30/3期581億円、2029年度までの売上高増加+315億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_122.pdf
s1_outline_123,1次,株式会社タケエイ,s1_outline_123_sales_01,タケエイ単体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年3月期決算比,2024,3,2024,2024,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,,2029年3月期まで,2029,3,2029,2029,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,,46,49,,49,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,未判定,1,2029年3月期までに(株)タケエイ単体の売上高成長率49%、売上高増加額46億円（2024年3月期決算比）,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_123.pdf
s1_outline_123,1次,株式会社タケエイ,s1_outline_123_sales_02,TREグループ連結,グループ,group,false,false,false,その他系列,,2024年3月期決算比,2024,3,2024,2024,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,,2029年3月期まで,2029,3,2029,2029,3,3,existing_normalized_year,high,manual_label,existing_normalized_year,,271,29,,29,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,未判定,1,2029年3月期までにTREグループ連結の売上高成長率29%、売上高増加額271億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_123.pdf
s1_outline_124,1次,株式会社シロ,s1_outline_124_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年と比較して,2024,,2024,2024,,,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年まで,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,159,,11,11,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,2030年までに会社全体の売上高年平均成長率11%、売上高増加額159億円（2024年と比較して）,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_124.pdf
s1_outline_125,1次,株式会社ミダック,s1_outline_125_sales_01,会社全体・2030年目標,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年,2024,,2024,2024,,,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年まで,2030,,2030,2030,,,existing_normalized_year,high,manual_label,existing_normalized_year,,66,,10.7,10.7,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,2024年と2030年の売上高の増加額は+66億円、2024年～2030年の売上高平均成長率は+10.7%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_125.pdf
s1_outline_125,1次,株式会社ミダック,s1_outline_125_sales_02,Challenge 80th・2032年目標,申請企業,applicant,false,false,false,その他系列,,現在,,,,,,,unresolved_relative_or_missing_context,low,manual_label,補正不能・原文保持,,2032年まで,2032,,2032,2032,,,existing_normalized_year,high,manual_label,existing_normalized_year,,,,,,stated_undefined,stated_undefined,ai_visual_manual_audit,high,false,未判定,1,2032年までに現在の売上高と比較して2倍以上を目指す,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_125.pdf
s1_outline_126,1次,高末株式会社,s1_outline_126_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2027年2月期,2027,2,2027,2027,2,2,existing_normalized_year,high,manual_label,existing_normalized_year,,2030年2月期まで,2030,2,2030,2030,2,2,existing_normalized_year,high,manual_label,existing_normalized_year,,64.8,,13.1,13.1,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,基準年度:2027年2月期比較。2030年2月期までに会社全体の売上高年平均成長率13.1%、売上高増加額64.8億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_126.pdf
s1_outline_127,1次,株式会社ユニワールド,s1_outline_127_sales_01,全社売上高,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年2月期,2024,2,2024,2024,2,2,existing_normalized_year,high,manual_label,existing_normalized_year,55.9,2029年2月期まで,2029,2,2029,2029,2,2,existing_normalized_year,high,manual_label,existing_normalized_year,107.9,52,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,整合,1,2029年2月期までに全社売上高107.9億円（2024年2月期55.9億円に対し5年間で52億円増）,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_127.pdf
s1_outline_127,1次,株式会社ユニワールド,s1_outline_127_sales_02,PUMA. AT WORK,既存事業,existing_business,false,false,false,その他系列,,2024年2月期,2024,2,2024,2024,2,2,existing_normalized_year,high,manual_label,existing_normalized_year,9,2029年2月期まで,2029,2,2029,2029,2,2,existing_normalized_year,high,manual_label,existing_normalized_year,51,42,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,整合,1,2029年2月期までにPUMA. AT WORKで売上高51億円（2024年2月期9億円に対し5年間で42億円増）。全社売上に占める割合47%,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_127.pdf
s1_outline_127,1次,株式会社ユニワールド,s1_outline_127_sales_03,その他商品販売,既存事業,existing_business,false,false,false,その他系列,,2024年2月期頃,2024,2,2024,2024,2,2,existing_normalized_year,high,manual_label,existing_normalized_year,,5年後,2029,2,,2029,2,2,relative_year_from_corrected_baseline,medium,manual_label,relative_year_from_corrected_baseline,,10,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,未判定,1,その他商品販売についても5年間で約10億円の売上増,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_127.pdf
s1_outline_127,1次,株式会社ユニワールド,s1_outline_127_sales_04,国内長期目標,申請企業,applicant,false,false,false,その他系列,,,,,,,,,missing,low,missing,記載なし,,今後10年以内,,,,,,,relative_year_requires_anchor,low,manual_label,補正不能・原文保持,150,,,,,not_stated,not_stated,ai_visual_manual_audit,high,false,未判定,1,国内では今後10年以内での売上高150億円を目標,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_127.pdf
s1_outline_128,1次,株式会社ただおザウルス,s1_outline_128_sales_01,補助事業（全社）の成長目標,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2023/7期,2023,7,2023,2023,7,7,existing_normalized_year,high,manual_label,existing_normalized_year,5.95,2029/7期,2029,7,2029,2029,7,7,existing_normalized_year,high,manual_label,existing_normalized_year,22.66,16.71,280.8,,280.8,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,整合,1,"補助事業（全社）の成長目標（2023/7期-2029/7期対比）：売上高2,266百万円（売上高増加額+1,671百万円）、売上高成長率280.8%。基準売上5.95億円は22.66-16.71からの導出値。",https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_128.pdf
s1_outline_129,1次,株式会社浜屋,s1_outline_129_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2025年度（2026/9月期）頃,2025,9,2025,2025,9,9,existing_normalized_year,high,manual_label,existing_normalized_year,,2028年度（2029/9月期）まで,2028,9,2028,2028,9,9,existing_normalized_year,high,manual_label,existing_normalized_year,,80,,10.8,10.8,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,2028年度（2029/9月期）までに会社全体の年平均売上高成長率10.8%、売上高増加額80億円。補助事業完了後3か年の値と注記。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_129.pdf
s1_outline_130,1次,小林酒造株式会社,s1_outline_130_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2023年9月決算,2023,9,2023,2023,9,9,existing_normalized_year,high,manual_label,existing_normalized_year,12,2033年9月決算,2033,9,2033,2033,9,9,existing_normalized_year,high,manual_label,existing_normalized_year,45,33,275,,275,cumulative_increase,cumulative_increase,ai_visual_manual_audit,high,false,整合,1,2033年までの会社全体の売上高成長率+275%、売上高増加額33億円。参考:2023年9月決算12億円→2033年9月決算45億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_130.pdf
s1_outline_131,1次,株式会社遠藤写真工芸所,s1_outline_131_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,2024年,2024,,2024,2024,,,existing_normalized_year,high,manual_label,existing_normalized_year,,2029年まで,2029,,2029,2029,,,existing_normalized_year,high,manual_label,existing_normalized_year,,55.3,,53.8,53.8,cagr,cagr,ai_visual_manual_audit,medium,true,未判定,1,売上成長目標:2024年から2029年の5年間。2029年までに会社全体の売上高成長率53.8%CAGR、売上高増加額55.3億円。,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_131.pdf
s1_outline_132,1次,株式会社ヨシノ自動車,s1_outline_132_sales_01,会社全体,申請企業,applicant,true,true,true,申請企業代表・PDF主系列,AI画像目視で申請企業系列と確認,,,,,,,,missing,low,missing,記載なし,,2029年度まで,2029,,2029,2029,,,existing_normalized_year,high,manual_label,existing_normalized_year,,47,,10,10,cagr,cagr,ai_visual_manual_audit,high,false,未判定,1,2029年度までに会社全体の売上高年平均成長率10%、売上高増加額約47億円,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_132.pdf
