case_id,company,round_original,application_round,match_method,official_source_url,note
s1_outline_164,株式会社福砂屋グループ,1次,1次,manual_official_list_reconciliation,https://seichotoushi-hojo.jp/assets/pdf/list_1ji.pdf,
s1_outline_166,株式会社福地建設,1次,2次,manual_official_list_reconciliation,https://seichotoushi-hojo.jp/assets/pdf/list_2ji.pdf,Corrected: stored round 1次 conflicts with official 2次 selection list.
s1_outline_167,銘建工業株式会社,1次,2次,manual_official_list_reconciliation,https://seichotoushi-hojo.jp/assets/pdf/list_2ji.pdf,Corrected: stored round 1次 conflicts with official 2次 selection list.
s1_outline_168,株式会社大真空,1次,2次,manual_official_list_reconciliation,https://seichotoushi-hojo.jp/assets/pdf/list_2ji.pdf,Corrected: stored round 1次 conflicts with official 2次 selection list.
s1_outline_169,サトウ食品株式会社,1次,2次,manual_official_list_reconciliation,https://seichotoushi-hojo.jp/assets/pdf/list_2ji.pdf,Corrected: stored round 1次 conflicts with official 2次 selection list.
s1_outline_170,株式会社光製作所,1次,1次,manual_official_list_reconciliation,https://seichotoushi-hojo.jp/assets/pdf/list_1ji.pdf,
s1_outline_171,昭和産業株式会社,1次,2次,manual_official_list_reconciliation,https://seichotoushi-hojo.jp/assets/pdf/list_2ji.pdf,Corrected: stored round 1次 conflicts with official 2次 selection list.
s1_outline_173,中央紙通商株式会社,1次,2次,manual_official_list_reconciliation,https://seichotoushi-hojo.jp/assets/pdf/list_2ji_tsuika.pdf,Corrected: stored round 1次 conflicts with official 2次 selection list.
s1_outline_174,株式会社Ｐｌａｎ・Ｄｏ・Ｓｅｅ琉球,1次,2次,manual_official_list_reconciliation,https://seichotoushi-hojo.jp/assets/pdf/list_2ji_tsuika.pdf,Corrected: stored round 1次 conflicts with official 2次 selection list.
s1_outline_177,さいほく鉄工株式会社,1次,2次,manual_official_list_reconciliation,https://seichotoushi-hojo.jp/assets/pdf/list_2ji_tsuika.pdf,Corrected: stored round 1次 conflicts with official 2次 selection list.
