case_id,round,company,industry,pdf_url,is_clean,analysis_exclusion_recommended,analysis_exclusion_reasons,project_cost_oku,subsidy_oku,dashboard9_observed_n,dashboard9_below_accepted_n,dashboard9_below_accepted_share,dashboard9_at_or_above_accepted_n,dashboard9_at_or_above_applicant_n,dashboard9_at_or_above_applicant_share,dashboard9_lagging,directional8_observed_n,directional8_below_accepted_n,directional8_below_accepted_share,directional8_at_or_above_accepted_n,directional8_lagging,directional_component_win_n,directional_explanation_level,directional_all_observed_below_accepted,component_growth_win,component_productivity_value_win,component_wage_win,secondary_effect_top_quartile,sales_increase_per_subsidy,payroll_increase_per_subsidy,jobs_increase_per_subsidy_oku,sales_cagr_pct,benchmark_applicant_company_sales_cagr,benchmark_accepted_company_sales_cagr,below_accepted_company_sales_cagr,sales_increase_oku_yen_normalized,benchmark_applicant_company_sales_increase,benchmark_accepted_company_sales_increase,below_accepted_company_sales_increase,labor_annual_rate_pct,benchmark_applicant_labor_cagr,benchmark_accepted_labor_cagr,below_accepted_labor_cagr,value_added_increase_estimated_oku,benchmark_applicant_value_added_increase,benchmark_accepted_value_added_increase,below_accepted_value_added_increase,employee_pay_annual_rate_pct,benchmark_applicant_employee_pay_rate,benchmark_accepted_employee_pay_rate,below_accepted_employee_pay_rate,employee_pay_total_increase_estimated_oku,benchmark_applicant_employee_pay_total_increase,benchmark_accepted_employee_pay_total_increase,below_accepted_employee_pay_total_increase,officer_pay_annual_rate_pct,benchmark_applicant_officer_pay_rate,benchmark_accepted_officer_pay_rate,below_accepted_officer_pay_rate,investment_sales_ratio_pct,benchmark_applicant_investment_sales_ratio,benchmark_accepted_investment_sales_ratio,below_accepted_investment_sales_ratio,value_added_subsidy_ratio_proxy_pct,benchmark_applicant_value_added_subsidy_ratio,benchmark_accepted_value_added_subsidy_ratio,below_accepted_value_added_subsidy_ratio
s1_outline__202,2次,アライドコーヒーロースターズ株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__202.pdf,True,False,,54.0,16.0,8,4.0,0.5,4.0,4.0,0.5,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,True,9.6875,0.18828125,2.5625,,9.0,12.0,,155.0,23.1,46.7,0.0,14.6,17.0,22.0,1.0,18.19499,9.1,17.6,0.0,7.2,5.0,5.4,0.0,3.0125,1.5,2.9,0.0,4.0,4.4,5.0,1.0,45.0,48.0,46.0,1.0,103.38062500000001,107.0,149.0,1.0
s1_outline_12,1次,株式会社松岡,運輸業・郵便業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_12.pdf,True,False,,131.0,42.0,8,4.0,0.5,4.0,5.0,0.625,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,False,8.285714285714286,0.18576190476190474,0.9523809523809523,7.9,7.0,10.0,1.0,348.0,19.5,55.0,0.0,6.0,12.0,15.0,1.0,20.485300000000002,5.1,14.2,0.0,7.0,3.5,4.3,0.0,7.802,0.9,2.3,0.0,,3.4,4.0,,21.833333333333332,50.0,36.0,1.0,44.340476190476195,61.0,126.0,1.0
s1_outline_61,1次,三恵工業株式会社,学術研究・専門・技術サービス業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_61.pdf,False,True,RATE_DEFINITION_AMBIGUOUS,117.0,33.0,8,3.0,0.375,5.0,5.0,0.625,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,True,9.696969696969697,0.419630303030303,6.303030303030303,,7.0,10.0,,320.0,19.5,55.0,0.0,3.6,12.0,15.0,1.0,45.980990000000006,5.1,14.2,0.0,3.0,3.5,4.3,1.0,13.8478,0.9,2.3,0.0,3.0,3.4,4.0,1.0,65.0,50.0,36.0,0.0,126.66939393939394,61.0,126.0,0.0
s1_outline_69,1次,NAX JAPAN株式会社,運輸業・郵便業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_69.pdf,False,True,RATE_DEFINITION_AMBIGUOUS|REPRESENTATIVE_ENTITY_AMBIGUOUS,14.0,4.7,8,4.0,0.5,4.0,6.0,0.75,False,7,3.0,0.42857142857142855,4.0,False,2,明確な定量補完（2構成以上）,False,True,False,True,True,21.27659574468085,0.7894297872340424,3.829787234042553,,7.0,10.0,,100.0,19.5,55.0,0.0,5.3,12.0,15.0,1.0,6.197631000000001,5.1,14.2,1.0,5.01,3.5,4.3,0.0,3.71032,0.9,2.3,0.0,5.0,3.4,4.0,0.0,13.72549019607843,50.0,36.0,1.0,119.8768085106383,61.0,126.0,1.0
s1_outline_91,1次,矢田工業株式会社,建設業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_91.pdf,False,True,RATE_ARITHMETIC_MISMATCH|REPRESENTATIVE_ENTITY_AMBIGUOUS,20.0,6.7,8,4.0,0.5,4.0,6.0,0.75,False,7,3.0,0.42857142857142855,4.0,False,2,明確な定量補完（2構成以上）,False,False,True,True,False,3.7313432835820897,0.37665671641791043,2.6865671641791042,,7.0,10.0,,25.0,19.5,55.0,1.0,15.0,12.0,15.0,0.0,10.45836,5.1,14.2,1.0,5.0,3.5,4.3,0.0,2.5236,0.9,2.3,0.0,0.0,3.4,4.0,1.0,26.666666666666668,50.0,36.0,1.0,141.90447761194028,61.0,126.0,0.0
s1_outline_106,1次,株式会社シーエル,運輸業・郵便業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_106.pdf,True,False,,21.0,6.3,8,4.0,0.5,4.0,6.0,0.75,False,7,3.0,0.42857142857142855,4.0,False,2,明確な定量補完（2構成以上）,False,True,False,True,True,12.063492063492063,0.6047619047619048,23.80952380952381,,7.0,10.0,,76.0,19.5,55.0,0.0,6.4,12.0,15.0,1.0,8.019,5.1,14.2,1.0,5.2,3.5,4.3,0.0,3.81,0.9,2.3,0.0,5.2,3.4,4.0,0.0,25.925925925925927,50.0,36.0,1.0,115.71428571428572,61.0,126.0,1.0
s1_outline_112,1次,株式会社八芳園,生活関連サービス業・娯楽業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_112.pdf,True,False,,68.0,20.0,8,3.0,0.375,5.0,7.0,0.875,False,7,3.0,0.42857142857142855,4.0,False,2,明確な定量補完（2構成以上）,False,False,True,True,False,2.715,0.3339,3.5,,7.0,10.0,,54.3,19.5,55.0,1.0,7.3,12.0,15.0,1.0,20.358800000000002,5.1,14.2,0.0,5.6,3.5,4.3,0.0,6.678,0.9,2.3,0.0,4.1,3.4,4.0,0.0,79.3465577596266,50.0,36.0,0.0,92.53999999999999,61.0,126.0,1.0
s1_outline_121,1次,土佐鶴酒造株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_121.pdf,True,False,,12.7,3.7,8,3.0,0.375,5.0,7.0,0.875,False,7,3.0,0.42857142857142855,4.0,False,2,明確な定量補完（2構成以上）,False,False,True,True,True,2.7027027027027026,0.3098108108108108,5.405405405405405,,7.0,10.0,,10.0,19.5,55.0,1.0,24.9,12.0,15.0,0.0,6.030090000000001,5.1,14.2,1.0,5.0,3.5,4.3,0.0,1.1463,0.9,2.3,1.0,4.4,3.4,4.0,0.0,113.02954788180847,50.0,36.0,0.0,148.15945945945947,61.0,126.0,0.0
s1_outline_128,1次,株式会社ただおザウルス,サービス業_他に分類されないもの,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_128.pdf,True,False,,15.0,4.7,8,3.0,0.375,5.0,7.0,0.875,False,7,3.0,0.42857142857142855,4.0,False,2,明確な定量補完（2構成以上）,False,False,True,True,True,3.5553191489361704,0.47942553191489357,12.340425531914892,,7.0,10.0,,16.71,19.5,55.0,1.0,15.5,12.0,15.0,0.0,10.613130000000002,5.1,14.2,1.0,7.0,3.5,4.3,0.0,2.2533,0.9,2.3,1.0,5.0,3.4,4.0,0.0,252.10084033613444,50.0,36.0,0.0,205.28297872340426,61.0,126.0,0.0
s1_outline_130,1次,小林酒造株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_130.pdf,True,False,,12.6,4.2,8,3.0,0.375,5.0,7.0,0.875,False,7,3.0,0.42857142857142855,4.0,False,2,明確な定量補完（2構成以上）,False,False,True,True,False,7.857142857142857,0.06495238095238094,1.4285714285714286,,7.0,10.0,,33.0,19.5,55.0,1.0,19.0,12.0,15.0,0.0,10.423160000000001,5.1,14.2,1.0,6.0,3.5,4.3,0.0,0.2728,0.9,2.3,1.0,6.8,3.4,4.0,0.0,105.0,50.0,36.0,0.0,225.60952380952378,61.0,126.0,0.0
s1_outline_134,1次,株式会社コンメックス,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_134.pdf,True,False,,28.0,2.9,8,3.0,0.375,5.0,7.0,0.875,False,7,3.0,0.42857142857142855,4.0,False,2,明確な定量補完（2構成以上）,False,False,True,True,False,10.344827586206897,0.216,0.0,,7.0,10.0,,30.0,19.5,55.0,1.0,28.1,12.0,15.0,0.0,11.697840000000001,5.1,14.2,1.0,5.0,3.5,4.3,0.0,0.6264,0.9,2.3,1.0,5.0,3.4,4.0,0.0,233.33333333333334,50.0,36.0,0.0,366.7034482758621,61.0,126.0,0.0
s1_outline_137,1次,総武機械株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_137.pdf,True,False,,20.0,5.7,8,3.0,0.375,5.0,8.0,1.0,False,7,3.0,0.42857142857142855,4.0,False,2,明確な定量補完（2構成以上）,False,False,True,True,False,5.896491228070175,0.29905789473684213,3.333333333333333,,7.0,10.0,,33.61,19.5,55.0,1.0,32.4,12.0,15.0,0.0,10.829049000000003,5.1,14.2,1.0,5.0,3.5,4.3,0.0,1.70463,0.9,2.3,1.0,5.0,3.4,4.0,0.0,93.50163627863488,50.0,36.0,0.0,172.71210526315792,61.0,126.0,0.0
s1_outline_157,1次,ハマダコンフェクト株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_157.pdf,False,True,RATE_DEFINITION_AMBIGUOUS,186.0,28.0,8,3.0,0.375,5.0,6.0,0.75,False,7,3.0,0.42857142857142855,4.0,False,2,明確な定量補完（2構成以上）,False,False,True,True,False,1.8571428571428572,0.13067857142857142,0.25,,7.0,10.0,,52.0,19.5,55.0,1.0,10.2,12.0,15.0,1.0,16.59185,5.1,14.2,0.0,6.0,3.5,4.3,0.0,3.659,0.9,2.3,0.0,6.0,3.4,4.0,0.0,124.0,50.0,36.0,0.0,53.869642857142864,61.0,126.0,1.0
s1_outline_158,1次,平和食品工業株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_158.pdf,True,False,,10.0,1.7,8,4.0,0.5,4.0,7.0,0.875,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,True,42.35294117647059,1.1055882352941175,14.705882352941178,,7.0,10.0,,72.0,19.5,55.0,0.0,12.6,12.0,15.0,1.0,12.3046,5.1,14.2,1.0,5.5,3.5,4.3,0.0,1.8795,0.9,2.3,1.0,4.5,3.4,4.0,0.0,15.873015873015873,50.0,36.0,1.0,658.0,61.0,126.0,0.0
s1_outline_174,1次,株式会社Ｐｌａｎ・Ｄｏ・Ｓｅｅ琉球,宿泊業・飲食サービス業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_174.pdf,False,True,COST_TEXT_NUMERIC_MISMATCH|RATE_DEFINITION_AMBIGUOUS|REPRESENTATIVE_ENTITY_AMBIGUOUS,50.5,16.8,8,3.0,0.375,5.0,8.0,1.0,False,7,3.0,0.42857142857142855,4.0,False,2,明確な定量補完（2構成以上）,False,False,True,True,False,1.726190476190476,0.13320238095238096,2.619047619047619,,7.0,10.0,,29.0,19.5,55.0,1.0,170.0,12.0,15.0,0.0,17.78106,5.1,14.2,0.0,6.3,3.5,4.3,0.0,2.2378,0.9,2.3,1.0,49.0,3.4,4.0,0.0,221.15561472502256,50.0,36.0,0.0,96.21785714285714,61.0,126.0,1.0
s2_outline_1,3次,株式会社角藤,建設業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_1.pdf,True,False,,21.0,5.3,8,4.0,0.5,4.0,5.0,0.625,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,True,71.91132075471698,1.2166037735849058,5.660377358490567,,13.0,14.0,,381.13,42.2,62.3,0.0,11.1,22.0,26.0,1.0,42.04750000000001,15.7,24.1,0.0,5.0,6.0,6.2,1.0,6.448,2.4,3.5,0.0,5.0,5.0,5.3,1.0,3.39328130302002,57.0,61.0,1.0,721.2264150943397,139.0,171.0,0.0
s2_outline_11,3次,たまご＆ファーマーズ株式会社,卸売業・小売業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_11.pdf,False,True,REPRESENTATIVE_ENTITY_AMBIGUOUS,75.0,25.0,8,4.0,0.5,4.0,6.0,0.75,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,True,12.96,0.29544,3.6,9.6,13.0,14.0,1.0,324.0,42.2,62.3,0.0,25.2,22.0,26.0,1.0,44.810700000000004,15.7,24.1,0.0,7.0,6.0,6.2,0.0,7.386,2.4,3.5,0.0,,5.0,5.3,,16.93002257336343,57.0,61.0,1.0,162.948,139.0,171.0,1.0
s2_outline_13,3次,フジセイコー株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_13.pdf,False,True,RATE_DEFINITION_AMBIGUOUS|REPRESENTATIVE_ENTITY_AMBIGUOUS,16.0,5.0,8,3.0,0.375,5.0,5.0,0.625,False,7,3.0,0.42857142857142855,4.0,False,2,明確な定量補完（2構成以上）,False,False,True,True,False,4.6,0.26067999999999997,1.2,,13.0,14.0,,23.0,42.2,62.3,1.0,26.1,22.0,26.0,0.0,12.29734,15.7,24.1,1.0,6.5,6.0,6.2,0.0,1.3034,2.4,3.5,1.0,6.0,5.0,5.3,0.0,135.59322033898303,57.0,61.0,0.0,223.58799999999997,139.0,171.0,0.0
s2_outline_45,3次,株式会社田中食品興業所,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_45.pdf,True,False,,20.0,6.6,8,4.0,0.5,4.0,6.0,0.75,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,True,9.545454545454547,0.6597727272727273,1.6666666666666667,,13.0,14.0,,63.0,42.2,62.3,0.0,15.7,22.0,26.0,1.0,17.716820000000002,15.7,24.1,1.0,6.2,6.0,6.2,0.0,4.3545,2.4,3.5,0.0,5.0,5.0,5.3,1.0,15.807777426493836,57.0,61.0,1.0,244.03333333333336,139.0,171.0,0.0
s2_outline_58,3次,巴工業株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_58.pdf,True,False,,52.0,13.0,8,4.0,0.5,4.0,5.0,0.625,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,True,19.75769230769231,0.5880538461538461,2.3846153846153846,,13.0,14.0,,256.85,42.2,62.3,0.0,16.9,22.0,26.0,1.0,30.31875,15.7,24.1,0.0,5.0,6.0,6.2,1.0,7.6447,2.4,3.5,0.0,5.0,5.0,5.3,1.0,10.99017224981507,57.0,61.0,1.0,212.01923076923077,139.0,171.0,0.0
s2_outline_66,3次,トクセン工業株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_66.pdf,True,False,,45.0,9.9,8,4.0,0.5,4.0,7.0,0.875,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,True,12.222222222222221,0.28215151515151515,2.4242424242424243,,13.0,14.0,,121.0,42.2,62.3,0.0,28.8,22.0,26.0,0.0,23.648130000000002,15.7,24.1,1.0,6.0,6.0,6.2,1.0,2.7933,2.4,3.5,1.0,6.0,5.0,5.3,0.0,18.0,57.0,61.0,1.0,217.15454545454543,139.0,171.0,0.0
s2_outline_84,3次,株式会社ジョヴィ,卸売業・小売業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_84.pdf,True,False,,165.0,30.0,8,4.0,0.5,4.0,4.0,0.5,False,7,3.0,0.42857142857142855,4.0,False,2,明確な定量補完（2構成以上）,False,True,False,True,False,,0.23875,0.6666666666666666,27.3,13.0,14.0,0.0,,42.2,62.3,,-0.3,22.0,26.0,1.0,7.918900000000001,15.7,24.1,1.0,7.6,6.0,6.2,0.0,7.1625,2.4,3.5,0.0,7.1,5.0,5.3,0.0,18.707482993197278,57.0,61.0,1.0,23.996666666666666,139.0,171.0,1.0
s2_outline_88,3次,モルツウェル株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_88.pdf,True,False,,18.0,5.9,8,3.0,0.375,5.0,7.0,0.875,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,True,13.915254237288133,0.7542542372881356,15.932203389830507,,13.0,14.0,,82.1,42.2,62.3,0.0,30.4,22.0,26.0,0.0,19.7615,15.7,24.1,1.0,5.6,6.0,6.2,1.0,4.4501,2.4,3.5,0.0,5.0,5.0,5.3,1.0,100.5586592178771,57.0,61.0,0.0,304.4915254237288,139.0,171.0,0.0
s2_outline_104,3次,アイサービス株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_104.pdf,False,True,REPRESENTATIVE_ENTITY_AMBIGUOUS,82.0,21.0,8,3.0,0.375,5.0,6.0,0.75,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,True,5.857142857142857,0.39161904761904764,5.238095238095238,,13.0,14.0,,123.0,42.2,62.3,0.0,16.7,22.0,26.0,1.0,26.3714,15.7,24.1,0.0,6.0,6.0,6.2,1.0,8.224,2.4,3.5,0.0,6.0,5.0,5.3,0.0,87.23404255319149,57.0,61.0,0.0,114.16190476190476,139.0,171.0,1.0
s2_outline_150,4次,株式会社玉子屋,宿泊業・飲食サービス業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_150.pdf,False,True,RATE_DEFINITION_AMBIGUOUS,34.0,10.0,8,3.0,0.375,5.0,7.0,0.875,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,True,8.212,0.4359,7.0,,14.0,17.0,,82.12,38.5,61.3,0.0,31.4,25.0,30.0,0.0,19.2269,12.9,21.1,1.0,6.0,6.5,6.5,1.0,4.359,2.0,2.9,0.0,6.0,5.5,6.0,0.0,64.17437895918593,48.0,47.0,0.0,174.79,169.0,209.0,1.0
s2_outline_199,4次,日本毛織株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_199.pdf,True,False,,26.0,4.8,8,4.0,0.5,4.0,4.0,0.5,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,True,176.25,0.812625,-2.0833333333333335,,14.0,17.0,,846.0,38.5,61.3,0.0,16.2,25.0,30.0,1.0,29.214680000000005,12.9,21.1,0.0,6.2,6.5,6.5,1.0,3.9006,2.0,2.9,0.0,5.0,5.5,6.0,1.0,2.2530329289428077,48.0,47.0,1.0,553.3083333333334,169.0,209.0,0.0
s2_outline_229,3次,オーディエー株式会社,卸売業・小売業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_229.pdf,True,False,,31.0,10.0,8,4.0,0.5,4.0,7.0,0.875,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,False,10.1,0.30510000000000004,3.5,,13.0,14.0,,101.0,42.2,62.3,0.0,26.1,22.0,26.0,0.0,20.184450000000002,15.7,24.1,1.0,6.1,6.0,6.2,1.0,3.051,2.4,3.5,1.0,6.1,5.0,5.3,0.0,26.08910891088334,57.0,61.0,1.0,183.49499999999998,139.0,171.0,0.0
s1_outline__182,2次,埼玉機器株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__182.pdf,True,False,,91.0,25.0,7,3.0,0.42857142857142855,4.0,6.0,0.8571428571428571,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,False,,0.340228,3.92,13.0,9.0,12.0,0.0,,23.1,46.7,,19.6,17.0,22.0,1.0,28.30674,9.1,17.6,0.0,5.1,5.0,5.4,1.0,8.5057,1.5,2.9,0.0,5.0,4.4,5.0,0.0,,48.0,46.0,,102.93360000000001,107.0,149.0,1.0
s1_outline__188,2次,山城金属株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__188.pdf,False,True,REPRESENTATIVE_ENTITY_AMBIGUOUS,15.0,5.0,7,3.0,0.42857142857142855,4.0,6.0,0.8571428571428571,False,7,3.0,0.42857142857142855,4.0,False,2,明確な定量補完（2構成以上）,False,False,True,True,True,7.6,2.94008,37.0,,9.0,12.0,,38.0,23.1,46.7,1.0,5.9,17.0,22.0,1.0,20.11504,9.1,17.6,0.0,5.1,5.0,5.4,1.0,14.7004,1.5,2.9,0.0,10.0,4.4,5.0,0.0,,48.0,46.0,,365.728,107.0,149.0,0.0
s1_outline__205,2次,ヤマシンスチール株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline__205.pdf,True,False,,29.7,8.3,7,3.0,0.42857142857142855,4.0,6.0,0.8571428571428571,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,True,11.602409638554215,0.27371084337349394,0.9638554216867469,,9.0,12.0,,96.3,23.1,46.7,0.0,18.1,17.0,22.0,1.0,19.017790000000005,9.1,17.6,0.0,8.3,5.0,5.4,0.0,2.2718,1.5,2.9,1.0,3.4,4.4,5.0,1.0,,48.0,46.0,,208.29999999999998,107.0,149.0,0.0
s1_outline_19,1次,株式会社XEN GROUP,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_19.pdf,False,True,RATE_DEFINITION_AMBIGUOUS,29.0,9.5,7,3.0,0.42857142857142855,4.0,6.0,0.8571428571428571,False,7,3.0,0.42857142857142855,4.0,False,2,明確な定量補完（2構成以上）,False,False,True,True,False,2.9473684210526314,0.058736842105263164,0.9473684210526315,,7.0,10.0,,28.0,19.5,55.0,1.0,57.0,12.0,15.0,0.0,15.645410000000002,5.1,14.2,0.0,4.0,3.5,4.3,1.0,0.558,0.9,2.3,1.0,4.0,3.4,4.0,0.0,,50.0,36.0,,149.71684210526314,61.0,126.0,0.0
s1_outline_42,1次,株式会社山田ドビー,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu/outline_42.pdf,False,True,RATE_DEFINITION_AMBIGUOUS,59.0,18.0,7,3.0,0.42857142857142855,4.0,7.0,1.0,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,False,4.327777777777778,0.10938333333333333,1.0,,7.0,10.0,,77.9,19.5,55.0,0.0,49.0,12.0,15.0,0.0,16.824324,5.1,14.2,0.0,5.95,3.5,4.3,0.0,1.9689,0.9,2.3,1.0,3.7,3.4,4.0,1.0,,50.0,36.0,,84.97133333333333,61.0,126.0,1.0
s2_outline_9,3次,株式会社マルト水谷,卸売業・小売業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_9.pdf,False,True,RATE_DEFINITION_AMBIGUOUS,45.0,15.0,7,3.0,0.42857142857142855,4.0,5.0,0.7142857142857143,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,True,17.0,0.5578066666666667,4.466666666666667,,13.0,14.0,,255.0,42.2,62.3,0.0,20.1,22.0,26.0,1.0,38.89732,15.7,24.1,0.0,5.5,6.0,6.2,1.0,8.3671,2.4,3.5,0.0,5.0,5.0,5.3,1.0,,57.0,61.0,,235.74133333333333,139.0,171.0,0.0
s2_outline_37,3次,ノーラエンジニアリング株式会社,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_37.pdf,False,True,RATE_DEFINITION_AMBIGUOUS|REPRESENTATIVE_ENTITY_AMBIGUOUS,17.0,4.8,7,3.0,0.42857142857142855,4.0,6.0,0.8571428571428571,False,7,3.0,0.42857142857142855,4.0,False,2,明確な定量補完（2構成以上）,False,False,True,True,True,,0.75375,7.5,13.6,13.0,14.0,1.0,,42.2,62.3,,22.7,22.0,26.0,1.0,13.48182,15.7,24.1,1.0,6.7,6.0,6.2,0.0,3.618,2.4,3.5,0.0,6.1,5.0,5.3,0.0,,57.0,61.0,,255.33749999999998,139.0,171.0,0.0
s2_outline_49,3次,白鷺特殊鋼株式会社,卸売業・小売業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_49.pdf,False,True,RATE_DEFINITION_AMBIGUOUS,36.0,8.5,7,3.0,0.42857142857142855,4.0,5.0,0.7142857142857143,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,False,8.235294117647058,0.1028235294117647,0.5882352941176471,,13.0,14.0,,70.0,42.2,62.3,0.0,43.9,22.0,26.0,0.0,12.999250000000002,15.7,24.1,1.0,6.7,6.0,6.2,0.0,0.874,2.4,3.5,1.0,6.7,5.0,5.3,0.0,,57.0,61.0,,139.02941176470588,139.0,171.0,1.0
s2_outline_61,3次,株式会社川金コアテック,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_61.pdf,False,True,RATE_DEFINITION_AMBIGUOUS,40.0,11.0,7,3.0,0.42857142857142855,4.0,5.0,0.7142857142857143,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,False,8.636363636363637,0.31470909090909094,1.4545454545454546,,13.0,14.0,,95.0,42.2,62.3,0.0,15.8,22.0,26.0,1.0,32.22406,15.7,24.1,0.0,5.5,6.0,6.2,1.0,3.4618,2.4,3.5,1.0,5.5,5.0,5.3,0.0,,57.0,61.0,,266.31454545454545,139.0,171.0,0.0
s2_outline_73,3次,株式会社ライジング,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_73.pdf,False,True,RATE_DEFINITION_AMBIGUOUS,33.0,11.0,7,3.0,0.42857142857142855,4.0,6.0,0.8571428571428571,False,7,3.0,0.42857142857142855,4.0,False,2,明確な定量補完（2構成以上）,False,False,True,True,True,4.636363636363637,1.1675272727272727,16.727272727272727,,13.0,14.0,,51.0,42.2,62.3,1.0,9.8,22.0,26.0,1.0,23.809720000000002,15.7,24.1,1.0,8.9,6.0,6.2,0.0,12.8428,2.4,3.5,0.0,7.0,5.0,5.3,0.0,,57.0,61.0,,196.77454545454546,139.0,171.0,0.0
s2_outline_80,3次,株式会社レイズ,製造業,https://seichotoushi-hojo.jp/assets/pdf/koufu_3_4ji/outline_80.pdf,False,True,RATE_DEFINITION_AMBIGUOUS|REPRESENTATIVE_ENTITY_AMBIGUOUS,37.0,12.0,7,3.0,0.42857142857142855,4.0,7.0,1.0,False,7,3.0,0.42857142857142855,4.0,False,3,明確な定量補完（2構成以上）,False,True,True,True,False,8.583333333333334,0.28625,3.3333333333333335,,13.0,14.0,,103.0,42.2,62.3,0.0,25.8,22.0,26.0,1.0,29.2127,15.7,24.1,0.0,7.0,6.0,6.2,0.0,3.435,2.4,3.5,1.0,5.0,5.0,5.3,1.0,,57.0,61.0,,221.3083333333333,139.0,171.0,0.0
