case_id,company,population,application_round,fact_no,claim,timing,source_title,url,source_type,published_at
s2_outline_210,南島酒販株式会社,core28,4次,1,南島酒販は2024年2月、沖縄県唯一・日本最南端の清酒蔵である泰石酒造を子会社化し、石垣島へ移転して請福酒造の協力で再建すると公表した。完全新設のため約2年休業する計画も採択前に明示した。,pre_or_contemporaneous,泰石酒造のM&Aについて｜南島酒販,https://nanto-shuhan.com/2024/02/06/%E6%B3%B0%E7%9F%B3%E9%85%92%E9%80%A0%E3%81%AE%EF%BD%8D%EF%BC%86%EF%BD%81%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6/,company,2024-02-06
s2_outline_210,南島酒販株式会社,core28,4次,2,M&A支援会社は、泰石酒造が設備老朽化と後継者不在で存続困難だったこと、南島酒販・請福酒造が承継し、石垣米の日本酒と酒粕肥料再利用を提案したことを公表した。事業承継・文化保存・循環型地域産業という特殊事情が第三者資料で確認できる。,pre_or_contemporaneous,M&Aを活用した事業承継支援について｜おきなわアセットブリッジ,https://occh.co.jp/wp-content/uploads/2024/02/20240206_NewsRelease_OAB_MA_001-1.pdf,finance,2024-02-07
s2_outline_210,南島酒販株式会社,core28,4次,3,同社公式情報は、沖縄県産酒を県内外・国外へ流通させることを使命とし、2024年度売上111億円、県内大手小売と県外酒販卸を含む具体的な取引先を掲載する。承継した酒を販売できる既存販路がある。,undated,COMPANY｜南島酒販,https://nanto-shuhan.com/company/,company,unknown
s2_outline_210,南島酒販株式会社,core28,4次,4,Gビズインフォは、同社が2020年の地域未来牽引企業に選定され、2022～2024年に酒類業構造転換・新市場開拓・海外展開等の公的支援実績を持つと記録する。,pre_or_contemporaneous,南島酒販株式会社｜Gビズインフォ,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2360001005191,government,unknown
s2_outline_210,南島酒販株式会社,core28,4次,5,4次公募の公式採択一覧は、石垣島での事業と三菱UFJ銀行による確認書提出を記録する。,post_adoption,中堅・中小成長投資補助金 4次公募 採択案件一覧,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,government,2025-10-10
s2_outline_116,奥伊吹観光株式会社,core28,4次,1,米原市は2021年、奥伊吹SPCにグリーンパーク山東と近江母の郷文化センターの公共施設等運営権を設定した。競争的なPFIで地域観光施設を長期運営する実績がある。,pre_or_contemporaneous,PFI事業（客観的評価の結果等について）｜米原市,https://www.city.maibara.lg.jp/boshu/15440.html,government,2021-12-24
s2_outline_116,奥伊吹観光株式会社,core28,4次,2,滋賀銀行は2020年、奥伊吹観光のグリーンボンドを引き受け、水力発電所建設を資金使途として公表した。R&Iの最上位GA1評価も取得しており、大型環境投資の資金調達・実行前歴を示す。,pre_or_contemporaneous,奥伊吹観光株式会社のグリーンボンドを引受｜滋賀銀行,https://www.shigagin.com/news/topix/2314,finance,2020-12-25
s2_outline_116,奥伊吹観光株式会社,core28,4次,3,奥伊吹グループは、スキー場、グランピング、キャンプ・宿泊、モーターパーク、観光リフト、地域施設、水力発電など複数施設を運営し、地域資源を観光に生かし再エネで施設電力を賄う方針を示す。,undated,奥伊吹グループサイト,https://www.okuibuki.jp/,company,unknown
s2_outline_116,奥伊吹観光株式会社,core28,4次,4,観光庁のDMO形成・確立計画は、地域観光の宿泊・体験・交通等を担う関係事業者として奥伊吹観光を位置付ける。補助事業は単独ホテルではなく、地域観光ネットワークの滞在化と整合する。,pre_or_contemporaneous,観光地域づくり法人形成・確立計画,https://www.mlit.go.jp/kankocho/content/001769472.pdf,government,2024-07-29
s2_outline_116,奥伊吹観光株式会社,core28,4次,5,4次公募の公式採択一覧は、滋賀銀行による確認書提出を記録する。,post_adoption,中堅・中小成長投資補助金 4次公募 採択案件一覧,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,government,2025-10-10
s2_outline_168,明和工業株式会社,core28,4次,1,同社は2023年11月、島根県のヨシカワ機械を全株式取得した。ヨシカワの機械加工・生産管理と明和の全国ネットワークを組み合わせ、技術習得・人材育成・品質高度化を進める目的を採択前に公表した。,pre_or_contemporaneous,株式会社ヨシカワ機械の全株式取得について｜メイワグループ,https://group.meiwajp.com/news/113/,company,2023-11-28
s2_outline_168,明和工業株式会社,core28,4次,2,会社沿革は、全国工場展開、水道資材製造・レンタル・エンジニアリングへの多角化、2009年の国内初の民間水道事業、2018年の地域未来牽引企業選定を示す。大型拠点と新事業を運営した履歴がある。,pre_or_contemporaneous,沿革｜明和工業,https://www.meiwajp.com/company/history/,company,unknown
s2_outline_168,明和工業株式会社,core28,4次,3,新潟県の地域未来牽引企業一覧は、2018年選定企業として明和工業（新潟市西蒲区打越135-1）を掲載し、申請者本体の認定を公的資料で確認できる。,pre_or_contemporaneous,新潟県 地域未来牽引企業 選定一覧,https://www.pref.niigata.lg.jp/uploaded/attachment/239583.pdf,government,2018
s2_outline_168,明和工業株式会社,core28,4次,4,同社は全国7工場に約800kmの水道復旧資材を備蓄し、24時間受付で災害時対応するほか、新潟東港の上水道配水を運営する。事業は地域産業・災害レジリエンスに直接関係する。,undated,事業概要｜明和工業 東港水道事業部,https://www.meiwajp.com/water-supply/about/outline/,company,unknown
s2_outline_168,明和工業株式会社,core28,4次,5,4次公募の公式採択一覧は、ヨシカワ機械との共同申請、日本政策金融公庫・山陰合同銀行の2機関による確認書提出を記録する。,post_adoption,中堅・中小成長投資補助金 4次公募 採択案件一覧,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,government,2025-10-10
s2_outline_218,株式会社エム・ケー・ケー,core28,4次,1,松本市の大規模小売店舗資料は、深志2丁目3番1号の井上・コングロエムビルについて、建物設置者としてエム・ケー・ケーを掲載している。同社は申請以前から対象街区の大型商業建物に関与していた。,pre_or_contemporaneous,松本市 都市計画基礎調査・大規模小売店舗等立地状況,https://www.city.matsumoto.nagano.jp/uploaded/attachment/20431.pdf,government,unknown
s2_outline_218,株式会社エム・ケー・ケー,core28,4次,2,同社は2025年10月10日、閉店した旧井上百貨店本店の土地・建物を取得し、既存建物を全面改修して外資系ホテルを誘致する方針を公表した。採択後の情報であり、申請時の審査理由ではないが、用地・建物取得の実行を裏付ける。,post_adoption,旧井上百貨店跡地取得と外資系ホテル誘致計画,https://www.mkkgroup.com/news-20251010.html,company,2025-10-10
s2_outline_218,株式会社エム・ケー・ケー,core28,4次,3,2026年2月、同社はマリオットとのフランチャイズ契約、222室のモクシー松本を2027年度中に開業する計画を公表した。世界的ホテルブランドと顧客基盤の導入が具体化したが、これは採択後の結果検証である。,post_adoption,マリオット・インターナショナルとのフランチャイズ契約締結と「モクシー松本」開業,https://www.mkkgroup.com/news-20260213.html,company,2026-02-13
s2_outline_218,株式会社エム・ケー・ケー,core28,4次,4,4次公募の公式採択一覧には金融機関確認書提出先として長野県信用組合が記載されている。,pre_or_contemporaneous,中堅・中小成長投資補助金 4次公募 採択案件一覧,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,government,2025
s2_outline_115,株式会社コスモス食品,core28,4次,1,会社公式サイトは、三田本社工場を大型連続式フリーズドライ機とFSSC22000認証を備えた大量生産拠点として説明し、岐阜・タイにも加工拠点を持つ。既存技術と海外拠点を新投資に接続できる事業基盤がある。,undated,コスモス食品 会社概要・施設紹介,https://cosmosfoods.co.jp/fd/about-us/,company,unknown
s2_outline_115,株式会社コスモス食品,core28,4次,2,"公式OEM事例は、累計5,000種類のフリーズドライ商品、大企業から地域公社・JAまでの顧客事例、兵庫県産農産物を使った共同商品開発を掲載している。多品種OEMと地域農産物の高付加価値化の実績を示す。",undated,コスモス食品 OEM事例,https://cosmosfoods.co.jp/fd/works/,company,unknown
s2_outline_115,株式会社コスモス食品,core28,4次,3,同社は三田工場のFSSC22000、岐阜・タイ工場のISO22000を公表し、2010年の工場更新でCO2排出量を80%以上削減したとしている。食品安全・省エネ双方の運用経験がある。,pre_or_contemporaneous,コスモス食品 安全性対策・環境循環への取組,https://cosmosfoods.co.jp/fd/safety/,company,unknown
s2_outline_115,株式会社コスモス食品,core28,4次,4,4次公募の公式採択一覧には金融機関確認書提出先として三菱UFJ銀行が記載されている。,pre_or_contemporaneous,中堅・中小成長投資補助金 4次公募 採択案件一覧,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,government,2025
s2_outline_149,株式会社サン海苔,core28,4次,1,サン海苔は1964年、佐賀海苔の普及と価格安定を目的に漁協系組織を主要株主として設立され、現在も佐賀県有明海漁協が98.3%を保有する。地域生産者と一体の加工・販売主体である。,pre_or_contemporaneous,サン海苔 会社案内,https://sannori.com/company/,company,unknown
s2_outline_149,株式会社サン海苔,core28,4次,2,2020年発足の佐賀海苔加工品輸出協議会はサン海苔内に事務局を置き、同社社長が会長を務める。佐賀県産海苔の輸出、商品研究開発、色落ち海苔の高付加価値化を事業目的としている。,pre_or_contemporaneous,佐賀海苔加工品輸出協議会,https://saga-kyogikai.com/,other,2020-10-09
s2_outline_149,株式会社サン海苔,core28,4次,3,令和6年度NanoTerasu事例では、サン海苔、佐賀県有明水産振興センター、九州シンクロトロン光研究センターが共同で色落ち海苔の分析を実施した。2022・2023年度に大規模な色落ちで生産量を確保できなかったという地域課題に対する産学官連携である。,pre_or_contemporaneous,令和6年度仙台市NanoTerasuトライアルユース事業 事例報告書（サン海苔）,https://www.city.sendai.jp/research/risakon/trialuse/documents/04_houkokusho_sannori.pdf,government,2025
s2_outline_149,株式会社サン海苔,core28,4次,4,4次公募の公式採択一覧には金融機関確認書提出先として九州信用漁業協同組合連合会が記載されている。漁業金融を含む地域供給網側の確認が得られている。,pre_or_contemporaneous,中堅・中小成長投資補助金 4次公募 採択案件一覧,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,government,2025
s2_outline_221,株式会社ニシムタ,core28,4次,1,"会社公表値では総売上高が2021年2月期800.97億円から2024年2月期860.75億円へ増加し、2024年12月時点で3,598人を雇用する南九州の大規模小売事業者である。既存店舗網と人員基盤を持つ。",pre_or_contemporaneous,ニシムタ 会社概要,https://nishimuta.co.jp/about/company/,company,2024
s2_outline_221,株式会社ニシムタ,core28,4次,2,N'sCITY谷山店は食鮮館とホームセンターを24時間運営し、惣菜・弁当・寿司・揚げ物の多くを店舗内で手作りしている。セントラルキッチン化の対象となる既存の分散厨房オペレーションが確認できる。,undated,ニシムタ N'sCITY谷山店 店舗情報,https://nishimuta.co.jp/shop/taniyama/,company,unknown
s2_outline_221,株式会社ニシムタ,core28,4次,3,鹿児島市は2009年、ニシムタの大型店舗増床に伴い地域貢献協定を締結している。地域商業、雇用及び地域共生について自治体との継続的な関係がある。,pre_or_contemporaneous,株式会社ニシムタとの地域貢献協定締結,https://www.city.kagoshima.lg.jp/san-shien/sangyo/shokogyo/kyote/koken/nishi.html,government,2009-06-05
s2_outline_221,株式会社ニシムタ,core28,4次,4,ニシムタは2022年12月8日付でパートナーシップ構築宣言を公表している。4次公募開始前に登録済みであり、同公募の地域波及効果に関する加点候補に該当する。,pre_or_contemporaneous,パートナーシップ構築宣言 株式会社ニシムタ,https://www.biz-partnership.jp/declaration/21215-10-00-kagoshima.pdf,government,2022-12-08
s2_outline_221,株式会社ニシムタ,core28,4次,5,4次公募の公式採択一覧には金融機関確認書提出先として鹿児島銀行が記載されている。,pre_or_contemporaneous,中堅・中小成長投資補助金 4次公募 採択案件一覧,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,government,2025
s2_outline_159,株式会社ファーストライン,core28,4次,1,同社は冷凍冷蔵食品の共同配送に特化し、メーカー物流、外食、病院・療養施設向け医療食を扱う。既に3低温物流センターを運営し、和歌山では珍しいスルー型低温センター、アイスクリームを扱える数少ない事業者と説明する。,undated,会社概要｜株式会社ファーストライン,https://firstline.fw-hd.com/about.html,company,unknown
s2_outline_159,株式会社ファーストライン,core28,4次,2,FORWARDグループは、ファーストライン、和田物流、佐々木運送を中心に、近畿圏で冷蔵・冷凍輸配送と倉庫管理を提供する。新倉庫を支える既存輸配送ネットワークがある。,undated,FORWARDグループ｜フォワードホールディングス,https://www.fw-hd.com/,company,unknown
s2_outline_159,株式会社ファーストライン,core28,4次,3,国土交通省等のホワイト物流推進運動への2024年2月20日付宣言で、同社は荷待ち時間、手荷役、付帯業務の削減、パレット活用、労働時間改善等に取り組むとした。物流2024年問題への対応方針を申請前に明文化している。,pre_or_contemporaneous,ホワイト物流 自主行動宣言（株式会社ファーストライン）,https://white-logistics-movement.jp/wp-content/themes/white-logistics/docs/declarations/03697.pdf,government,2024-02-20
s2_outline_159,株式会社ファーストライン,core28,4次,4,和歌山県中小企業団体中央会の成果事例集は、同社が過去に「3温度帯対応物流センターの新設と効率運用」を実施したことを掲載する。今回の5温度帯拠点に先立つ投資・運用実績である。,pre_or_contemporaneous,わかやま ものづくり補助事業 成果事例集,https://www.chuokai-wakayama.or.jp/wp/wp-content/uploads/jirei_r0301.pdf,other,2021
s2_outline_159,株式会社ファーストライン,core28,4次,5,4次公募の公式採択一覧は、紀陽銀行による確認書提出を記録する。,post_adoption,中堅・中小成長投資補助金 4次公募 採択案件一覧,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,government,2025-10-10
s2_outline_121,株式会社ヤマキ食品,core28,4次,1,"ヤマキ食品は年間7,000トンの漬物用大根を扱い、その全量を新潟市赤塚地域の契約農家から調達すると公表している。補助事業の成長が地域農業に直接波及する供給網である。",undated,ヤマキ食品 公式サイト,https://www.kk-yamaki.com/,company,unknown
s2_outline_121,株式会社ヤマキ食品,core28,4次,2,契約農家の証言では取引関係は20～35年に及び、同社が大根収穫機やフレコンを導入して収穫量増加・負担軽減を支援している。単純な原料購入でなく、生産工程まで共同改善する関係がある。,undated,ヤマキ食品 契約農家,https://www.kk-yamaki.com/keiyakunoka.php,customer_supplier,unknown
s2_outline_121,株式会社ヤマキ食品,core28,4次,3,2023年のFood Messe資料は、同社が地域の約20農家と研究会を組織し、大根の生産・加工・販売を一体で進める事業者として紹介している。申請前から六次産業化型の連携基盤があった。,pre_or_contemporaneous,Food Messe in にいがた2023 六次化大賞出展資料,https://foodmesse.jp/wp/wp-content/themes/foodmesse/pdf/2023_6jika_fcp.pdf,other,2023-09-27
s2_outline_121,株式会社ヤマキ食品,core28,4次,4,4次公募の公式採択一覧には金融機関確認書提出先として第四北越銀行が記載されている。,pre_or_contemporaneous,中堅・中小成長投資補助金 4次公募 採択案件一覧,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,government,2025
s2_outline_195,株式会社レクザム,core28,4次,1,レクザムは基板設計・実装・組立で50年の歴史、国内四国10拠点・海外6拠点、月産130万枚の生産規模を公表し、ISO14001・ISO13485と医療機器製造関連の許認可を持つ。自動化設備を展開できる多拠点製造基盤がある。,undated,レクザム 国内・グローバル製造拠点,https://www.rexxam.co.jp/products/electronics/base.html,company,unknown
s2_outline_195,株式会社レクザム,core28,4次,2,"同社の基板検査装置Sherlockは、年間1,500万枚を生産する自社工場の要求から開発された。生産設備を購入するだけでなく、自社工程で検証した検査技術を持つことが確認できる。",undated,Sherlockシリーズの特長,https://www.rexxam.co.jp/products/sherlock/features.html,company,unknown
s2_outline_195,株式会社レクザム,core28,4次,3,会社沿革は2016年にパナソニックヘルスケアの西条地区工場を取得し、2019年に地域未来牽引企業へ選定されたことを掲載している。経済産業省は2025年2月に既存選定の有効期間を当分の間延長しており、4次公募開始時点でも選定は有効と解される。,pre_or_contemporaneous,レクザム 会社概要・沿革,https://www.rexxam.co.jp/corporate/overview.html,company,2019
s2_outline_195,株式会社レクザム,core28,4次,4,経済産業省は地域未来牽引企業の従来の有効期限を、更新判断まで当分の間延長した。したがってレクザムの2019年選定は4次公募の地域波及効果加点候補となり得る。,pre_or_contemporaneous,地域未来牽引企業の有効期間について,https://www.meti.go.jp/policy/sme_chiiki/chiiki_kenin_kigyou/cdrg_yukoukikan/cdrg_yukoukikan.html,government,2025-02-03
s2_outline_195,株式会社レクザム,core28,4次,5,4次公募の公式採択一覧は三菱HCキャピタルとの共同申請と、金融機関確認書提出先として香川銀行を掲載している。設備調達と金融確認の双方が外部主体を伴う。,pre_or_contemporaneous,中堅・中小成長投資補助金 4次公募 採択案件一覧,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,government,2025
s2_outline_137,株式会社博多屋,core28,4次,1,観光庁の高付加価値経営旅館等登録簿では、佐世保グリーンホテルと佐世保ワシントンホテルの運営者がいずれも株式会社博多屋とされ、登録日はそれぞれ2024年1月19日、1月30日である。申請前から複数ホテルを運営し、高付加価値化制度に登録された実績がある。,pre_or_contemporaneous,高付加価値経営旅館等登録簿,https://www.mlit.go.jp/kankocho/content/001980272.pdf,government,2024
s2_outline_137,株式会社博多屋,core28,4次,2,佐世保商工会議所の企業情報は、佐世保ワシントンホテルを190室・従業員90人とし、米海軍佐世保支部との10年以上の取引、SAM登録及び旅館業許可を掲載している。一般観光需要だけでなく基地関連需要への対応経験を持つ。,undated,株式会社博多屋（佐世保ワシントンホテル）,https://sasebo-cci.com/company_01/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E5%8D%9A%E5%A4%9A%E5%B1%8B%EF%BC%88%E4%BD%90%E4%B8%96%E4%BF%9D%E3%83%AF%E3%82%B7%E3%83%B3%E3%83%88%E3%83%B3%E3%83%9B%E3%83%86%E3%83%AB%EF%BC%89/,other,unknown
s2_outline_137,株式会社博多屋,core28,4次,3,4次公募の公式採択一覧には金融機関確認書提出先として日本政策金融公庫が記載されている。計画について金融機関確認書を取得したことは確定できる。,pre_or_contemporaneous,中堅・中小成長投資補助金 4次公募 採択案件一覧,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,government,2025
s2_outline_172,株式会社環境整備産業,core28,4次,1,同社は1970年創業、1994年に特別管理産業廃棄物収集運搬許可、2012年に優良産廃処理業者認定を取得し、2025年4月時点で193人を雇用する。規制産業で長期の許認可・運用実績がある。,pre_or_contemporaneous,環境整備産業 会社概要・沿革,https://www.kankyouseibi.com/company/,company,2025
s2_outline_172,株式会社環境整備産業,core28,4次,2,"会社公表値では2023年度売上22.2億円、2024年4月時点で車両85台・従業員194人、法人顧客2,000社超に加え自治体から家庭ごみ回収を受託する。新施設の需要母体となる既存顧客網が確認できる。",pre_or_contemporaneous,5分でわかる環境整備産業,https://www.kankyouseibi.com/recruit/about/,company,2024
s2_outline_172,株式会社環境整備産業,core28,4次,3,大分県、同社、コカ・コーラ ボトラーズジャパンは2023年8月、県内スーパーを介したPETボトル水平リサイクルと環境教育の連携協定を締結した。自治体・大手需要家との地域循環事業の運用実績がある。,pre_or_contemporaneous,大分県と環境整備産業、コカ・コーラ ボトラーズジャパンの事業連携協定,https://www.pref.oita.jp/soshiki/13400/20230831kyouteiteiketu.html,government,2023-08-31
s2_outline_172,株式会社環境整備産業,core28,4次,4,大分県の2024年11月7日現在の一覧に環境整備産業がパートナーシップ構築宣言企業として掲載される。4次公募開始前に登録済みであり、地域波及効果の加点候補に該当する。,pre_or_contemporaneous,大分県内パートナーシップ構築宣言企業一覧（令和6年11月7日）,https://www.pref.oita.jp/uploaded/attachment/2227447.pdf,government,2024-11-07
s2_outline_172,株式会社環境整備産業,core28,4次,5,4次公募の公式採択一覧には金融機関確認書提出先として大分銀行が記載されている。,pre_or_contemporaneous,中堅・中小成長投資補助金 4次公募 採択案件一覧,https://seichotoushi-hojo.jp/assets/pdf/list_4ji.pdf,government,2025
